ocnt_batch,enzyme,n,n_zero,pattern
OCNT-0495768-AA-001,CYP3A4,4,0,none
OCNT-0495774-AA-001,CYP2J2,4,0,none
OCNT-0495774-AA-001,CYP3A4,4,0,none
OCNT-0495778-AA-001,CYP2J2,4,0,none
OCNT-0495778-AA-001,CYP3A4,4,0,none
OCNT-0495787-AA-001,CYP2J2,4,0,none
OCNT-0495787-AA-001,CYP3A4,4,0,none
OCNT-0495788-AA-001,CYP2J2,4,0,none
OCNT-0495788-AA-001,CYP3A4,4,0,none
OCNT-0495792-AA-001,CYP2J2,4,0,none
OCNT-0495792-AA-001,CYP3A4,4,0,none
OCNT-0495794-AA-001,CYP2J2,4,0,none
OCNT-0495794-AA-001,CYP3A4,4,0,none
OCNT-0495796-AA-001,CYP2J2,4,0,none
OCNT-0495796-AA-001,CYP3A4,4,4,full
OCNT-0495800-AA-001,CYP2J2,4,0,none
OCNT-0495800-AA-001,CYP3A4,4,0,none
OCNT-0495801-AA-001,CYP2J2,4,0,none
OCNT-0495801-AA-001,CYP3A4,4,0,none
OCNT-0495807-AA-001,CYP2J2,4,0,none
OCNT-0495807-AA-001,CYP3A4,4,0,none
OCNT-0495815-AA-001,CYP2J2,4,0,none
OCNT-0495815-AA-001,CYP3A4,4,0,none
OCNT-0495819-AA-001,CYP2J2,4,0,none
OCNT-0495819-AA-001,CYP3A4,4,0,none
OCNT-0495821-AA-001,CYP2J2,4,0,none
OCNT-0495821-AA-001,CYP3A4,4,0,none
OCNT-0495824-AA-001,CYP2J2,4,0,none
OCNT-0495824-AA-001,CYP3A4,4,0,none
OCNT-0495825-AA-001,CYP2J2,4,0,none
OCNT-0495825-AA-001,CYP3A4,4,0,none
OCNT-0495826-AA-001,CYP2J2,4,0,none
OCNT-0495826-AA-001,CYP3A4,4,0,none
OCNT-0495828-AA-001,CYP2J2,4,0,none
OCNT-0495828-AA-001,CYP3A4,4,0,none
OCNT-0495830-AA-001,CYP2J2,4,0,none
OCNT-0495830-AA-001,CYP3A4,4,0,none
OCNT-0495833-AA-001,CYP2J2,4,0,none
OCNT-0495833-AA-001,CYP3A4,4,4,full
OCNT-0495835-AA-001,CYP2J2,4,0,none
OCNT-0495835-AA-001,CYP3A4,4,0,none
OCNT-0495846-AA-001,CYP2J2,4,0,none
OCNT-0495846-AA-001,CYP3A4,4,0,none
OCNT-0495848-AA-001,CYP2J2,4,0,none
OCNT-0495848-AA-001,CYP3A4,4,0,none
OCNT-0495855-AA-001,CYP2J2,4,0,none
OCNT-0495855-AA-001,CYP3A4,4,0,none
OCNT-0495857-AA-001,CYP2J2,4,0,none
OCNT-0495857-AA-001,CYP3A4,4,4,full
OCNT-0495858-AA-001,CYP2J2,4,0,none
OCNT-0495858-AA-001,CYP3A4,4,0,none
OCNT-0495871-AA-001,CYP2J2,4,0,none
OCNT-0495871-AA-001,CYP3A4,4,0,none
OCNT-0495873-AA-001,CYP2J2,4,0,none
OCNT-0495873-AA-001,CYP3A4,4,0,none
OCNT-0495877-AA-001,CYP2J2,4,0,none
OCNT-0495877-AA-001,CYP3A4,4,0,none
OCNT-0495880-AA-001,CYP2J2,4,0,none
OCNT-0495880-AA-001,CYP3A4,4,0,none
OCNT-0495889-AA-001,CYP2J2,4,0,none
OCNT-0495889-AA-001,CYP3A4,4,0,none
OCNT-0495892-AA-001,CYP2J2,4,0,none
OCNT-0495892-AA-001,CYP3A4,4,0,none
OCNT-0495907-AA-001,CYP2J2,4,0,none
OCNT-0495907-AA-001,CYP3A4,4,0,none
OCNT-0495942-AA-001,CYP2J2,4,0,none
OCNT-0495942-AA-001,CYP3A4,4,0,none
OCNT-0495943-AA-001,CYP2J2,4,0,none
OCNT-0495943-AA-001,CYP3A4,4,0,none
OCNT-0495950-AA-001,CYP2J2,4,0,none
OCNT-0495950-AA-001,CYP3A4,4,0,none
OCNT-0495951-AA-001,CYP2J2,4,0,none
OCNT-0495951-AA-001,CYP3A4,4,4,full
OCNT-0495955-AA-001,CYP2J2,4,0,none
OCNT-0495955-AA-001,CYP3A4,4,0,none
OCNT-0495960-AA-001,CYP2J2,4,0,none
OCNT-0495960-AA-001,CYP3A4,4,0,none
OCNT-0495982-AA-001,CYP2J2,4,4,full
OCNT-0495982-AA-001,CYP3A4,4,0,none
OCNT-0495989-AA-001,CYP2J2,4,0,none
OCNT-0495989-AA-001,CYP3A4,4,0,none
OCNT-0495995-AA-001,CYP2J2,4,0,none
OCNT-0495995-AA-001,CYP3A4,4,0,none
OCNT-0495999-AA-001,CYP2J2,4,0,none
OCNT-0495999-AA-001,CYP3A4,4,0,none
OCNT-0496002-AA-001,CYP2J2,4,0,none
OCNT-0496002-AA-001,CYP3A4,4,0,none
OCNT-0496004-AA-001,CYP2J2,4,0,none
OCNT-0496004-AA-001,CYP3A4,4,0,none
OCNT-0496015-AA-001,CYP2J2,4,0,none
OCNT-0496015-AA-001,CYP3A4,4,0,none
OCNT-0496019-AA-001,CYP2J2,4,0,none
OCNT-0496019-AA-001,CYP3A4,4,0,none
OCNT-0496032-AA-001,CYP2J2,4,0,none
OCNT-0496032-AA-001,CYP3A4,4,0,none
OCNT-0496035-AA-001,CYP2J2,4,0,none
OCNT-0496035-AA-001,CYP3A4,4,0,none
OCNT-0496041-AA-001,CYP2J2,4,0,none
OCNT-0496041-AA-001,CYP3A4,4,0,none
OCNT-0496043-AA-001,CYP2J2,4,0,none
OCNT-0496043-AA-001,CYP3A4,4,0,none
OCNT-0496045-AA-001,CYP2J2,4,0,none
OCNT-0496045-AA-001,CYP3A4,4,0,none
OCNT-0497308-AA-001,CYP2J2,4,0,none
OCNT-0497308-AA-001,CYP3A4,4,0,none
OCNT-0497311-AA-001,CYP2J2,4,0,none
OCNT-0497311-AA-001,CYP3A4,4,0,none
OCNT-0497323-AA-001,CYP2J2,4,0,none
OCNT-0497323-AA-001,CYP3A4,3,0,none
OCNT-0497327-AA-001,CYP2J2,4,0,none
OCNT-0497327-AA-001,CYP3A4,4,0,none
OCNT-0497333-AA-001,CYP2J2,4,0,none
OCNT-0497333-AA-001,CYP3A4,4,4,full
OCNT-0497334-AA-001,CYP2J2,4,0,none
OCNT-0497334-AA-001,CYP3A4,4,0,none
OCNT-0497336-AA-001,CYP2J2,4,0,none
OCNT-0497336-AA-001,CYP3A4,4,2,partial
OCNT-0497339-AA-001,CYP2J2,4,0,none
OCNT-0497339-AA-001,CYP3A4,4,0,none
OCNT-0497342-AA-001,CYP2J2,4,0,none
OCNT-0497342-AA-001,CYP3A4,4,0,none
OCNT-0497343-AA-001,CYP2J2,4,0,none
OCNT-0497343-AA-001,CYP3A4,4,0,none
OCNT-0497344-AA-001,CYP2J2,4,0,none
OCNT-0497344-AA-001,CYP3A4,4,0,none
OCNT-0497352-AA-001,CYP2J2,4,0,none
OCNT-0497352-AA-001,CYP3A4,4,4,full
OCNT-0497354-AA-001,CYP2J2,4,0,none
OCNT-0497354-AA-001,CYP3A4,4,0,none
OCNT-0497356-AA-001,CYP2J2,4,0,none
OCNT-0497356-AA-001,CYP3A4,4,0,none
OCNT-0497363-AA-001,CYP2J2,4,0,none
OCNT-0497363-AA-001,CYP3A4,4,0,none
OCNT-0497366-AA-001,CYP2J2,4,0,none
OCNT-0497366-AA-001,CYP3A4,4,0,none
OCNT-0497367-AA-001,CYP2J2,4,0,none
OCNT-0497367-AA-001,CYP3A4,4,0,none
OCNT-0497368-AA-001,CYP2J2,4,0,none
OCNT-0497368-AA-001,CYP3A4,4,0,none
OCNT-0497370-AA-001,CYP2J2,4,0,none
OCNT-0497370-AA-001,CYP3A4,4,0,none
OCNT-0497383-AA-001,CYP2J2,4,0,none
OCNT-0497383-AA-001,CYP3A4,4,3,partial
OCNT-0497387-AA-001,CYP2J2,4,0,none
OCNT-0497387-AA-001,CYP3A4,4,0,none
OCNT-0497389-AA-001,CYP2J2,4,0,none
OCNT-0497389-AA-001,CYP3A4,3,0,none
OCNT-0497393-AA-001,CYP2J2,4,0,none
OCNT-0497393-AA-001,CYP3A4,4,4,full
OCNT-0497397-AA-001,CYP2J2,4,0,none
OCNT-0497397-AA-001,CYP3A4,4,0,none
OCNT-0497409-AA-001,CYP2J2,4,0,none
OCNT-0497409-AA-001,CYP3A4,4,0,none
OCNT-0497415-AA-001,CYP2J2,4,0,none
OCNT-0497415-AA-001,CYP3A4,4,0,none
OCNT-0497418-AA-001,CYP2J2,4,0,none
OCNT-0497418-AA-001,CYP3A4,4,0,none
OCNT-0497422-AA-001,CYP2J2,4,0,none
OCNT-0497422-AA-001,CYP3A4,4,0,none
OCNT-0497430-AA-001,CYP2J2,4,0,none
OCNT-0497430-AA-001,CYP3A4,4,0,none
OCNT-0497436-AA-001,CYP2J2,4,0,none
OCNT-0497436-AA-001,CYP3A4,4,0,none
OCNT-0497440-AA-001,CYP2J2,4,0,none
OCNT-0497440-AA-001,CYP3A4,4,0,none
OCNT-0497443-AA-001,CYP2J2,4,0,none
OCNT-0497443-AA-001,CYP3A4,4,0,none
OCNT-0497446-AA-001,CYP2J2,4,0,none
OCNT-0497446-AA-001,CYP3A4,4,0,none
OCNT-0497451-AA-001,CYP2J2,4,0,none
OCNT-0497451-AA-001,CYP3A4,4,0,none
OCNT-0497452-AA-001,CYP2J2,4,0,none
OCNT-0497452-AA-001,CYP3A4,4,0,none
OCNT-0497455-AA-001,CYP2J2,4,0,none
OCNT-0497455-AA-001,CYP3A4,4,4,full
OCNT-0497460-AA-001,CYP2J2,4,0,none
OCNT-0497460-AA-001,CYP3A4,4,4,full
OCNT-0497464-AA-001,CYP2J2,4,0,none
OCNT-0497464-AA-001,CYP3A4,4,4,full
OCNT-0497465-AA-001,CYP2J2,4,0,none
OCNT-0497465-AA-001,CYP3A4,4,0,none
OCNT-0497469-AA-001,CYP2J2,4,0,none
OCNT-0497469-AA-001,CYP3A4,4,0,none
OCNT-0497470-AA-001,CYP2J2,4,0,none
OCNT-0497470-AA-001,CYP3A4,4,0,none
OCNT-0497471-AA-001,CYP2J2,4,0,none
OCNT-0497471-AA-001,CYP3A4,4,0,none
OCNT-0497478-AA-001,CYP2J2,4,0,none
OCNT-0497478-AA-001,CYP3A4,4,0,none
OCNT-0497485-AA-001,CYP2J2,4,0,none
OCNT-0497485-AA-001,CYP3A4,4,0,none
OCNT-0497487-AA-001,CYP2J2,4,0,none
OCNT-0497487-AA-001,CYP3A4,4,4,full
OCNT-0497490-AA-001,CYP2J2,4,0,none
OCNT-0497490-AA-001,CYP3A4,4,0,none
OCNT-0497497-AA-001,CYP2J2,4,0,none
OCNT-0497497-AA-001,CYP3A4,4,0,none
OCNT-0497498-AA-001,CYP2J2,4,0,none
OCNT-0497498-AA-001,CYP3A4,4,0,none
OCNT-0497501-AA-001,CYP2J2,4,0,none
OCNT-0497501-AA-001,CYP3A4,4,0,none
OCNT-0497504-AA-001,CYP2J2,4,0,none
OCNT-0497504-AA-001,CYP3A4,4,3,partial
OCNT-0497508-AA-001,CYP2J2,4,0,none
OCNT-0497508-AA-001,CYP3A4,4,0,none
OCNT-0497510-AA-001,CYP2J2,4,0,none
OCNT-0497510-AA-001,CYP3A4,4,3,partial
OCNT-0497512-AA-001,CYP2J2,4,0,none
OCNT-0497512-AA-001,CYP3A4,4,0,none
OCNT-0497513-AA-001,CYP2J2,4,0,none
OCNT-0497513-AA-001,CYP3A4,4,0,none
OCNT-0497514-AA-001,CYP2J2,4,0,none
OCNT-0497514-AA-001,CYP3A4,4,0,none
OCNT-0497518-AA-001,CYP2J2,4,0,none
OCNT-0497518-AA-001,CYP3A4,4,0,none
OCNT-0497528-AA-001,CYP2J2,4,0,none
OCNT-0497528-AA-001,CYP3A4,4,0,none
OCNT-0497533-AA-001,CYP2J2,4,0,none
OCNT-0497533-AA-001,CYP3A4,4,4,full
OCNT-0497545-AA-001,CYP2J2,4,0,none
OCNT-0497545-AA-001,CYP3A4,4,0,none
OCNT-0497549-AA-001,CYP2J2,4,0,none
OCNT-0497549-AA-001,CYP3A4,4,2,partial
OCNT-0497551-AA-001,CYP2J2,4,0,none
OCNT-0497551-AA-001,CYP3A4,4,0,none
OCNT-0497557-AA-001,CYP2J2,4,0,none
OCNT-0497557-AA-001,CYP3A4,4,0,none
OCNT-0497562-AA-001,CYP2J2,4,0,none
OCNT-0497562-AA-001,CYP3A4,4,0,none
OCNT-0497566-AA-001,CYP2J2,4,0,none
OCNT-0497566-AA-001,CYP3A4,4,0,none
OCNT-0497577-AA-001,CYP2J2,4,0,none
OCNT-0497577-AA-001,CYP3A4,4,0,none
OCNT-0497581-AA-001,CYP2J2,4,0,none
OCNT-0497581-AA-001,CYP3A4,4,0,none
OCNT-0497584-AA-001,CYP2J2,4,0,none
OCNT-0497584-AA-001,CYP3A4,4,0,none
OCNT-0497588-AA-001,CYP2J2,4,0,none
OCNT-0497588-AA-001,CYP3A4,4,0,none
OCNT-0497590-AA-001,CYP2J2,4,0,none
OCNT-0497590-AA-001,CYP3A4,4,0,none
OCNT-0497603-AA-001,CYP2J2,4,0,none
OCNT-0497603-AA-001,CYP3A4,4,0,none
OCNT-0497605-AA-001,CYP2J2,4,0,none
OCNT-0497605-AA-001,CYP3A4,4,0,none
OCNT-0497608-AA-001,CYP2J2,4,0,none
OCNT-0497608-AA-001,CYP3A4,4,4,full
OCNT-0497930-AA-001,CYP2J2,4,0,none
OCNT-0497930-AA-001,CYP3A4,4,0,none
OCNT-0497933-AA-001,CYP2J2,4,0,none
OCNT-0497933-AA-001,CYP3A4,4,0,none
OCNT-0497938-AA-001,CYP2J2,4,0,none
OCNT-0497938-AA-001,CYP3A4,4,0,none
OCNT-0497939-AA-001,CYP2J2,4,0,none
OCNT-0497939-AA-001,CYP3A4,4,0,none
OCNT-0497941-AA-001,CYP2J2,4,0,none
OCNT-0497941-AA-001,CYP3A4,4,0,none
OCNT-0497944-AA-001,CYP2J2,4,0,none
OCNT-0497944-AA-001,CYP3A4,4,0,none
OCNT-0497951-AA-001,CYP2J2,4,0,none
OCNT-0497951-AA-001,CYP3A4,4,0,none
OCNT-0497961-AA-001,CYP2J2,4,0,none
OCNT-0497961-AA-001,CYP3A4,4,0,none
OCNT-0497964-AA-001,CYP2J2,4,0,none
OCNT-0497964-AA-001,CYP3A4,4,0,none
OCNT-0497967-AA-001,CYP2J2,4,0,none
OCNT-0497967-AA-001,CYP3A4,4,0,none
OCNT-0497975-AA-001,CYP2J2,4,0,none
OCNT-0497975-AA-001,CYP3A4,4,0,none
OCNT-0497977-AA-001,CYP2J2,4,0,none
OCNT-0497977-AA-001,CYP3A4,4,0,none
OCNT-0497979-AA-001,CYP2J2,4,0,none
OCNT-0497979-AA-001,CYP3A4,4,0,none
OCNT-0497991-AA-001,CYP2J2,4,0,none
OCNT-0497991-AA-001,CYP3A4,4,0,none
OCNT-0497995-AA-001,CYP2J2,4,0,none
OCNT-0497995-AA-001,CYP3A4,4,0,none
OCNT-0497997-AA-001,CYP2J2,4,0,none
OCNT-0497997-AA-001,CYP3A4,4,0,none
OCNT-0497998-AA-001,CYP2J2,4,0,none
OCNT-0497998-AA-001,CYP3A4,4,0,none
OCNT-0498000-AA-001,CYP2J2,4,0,none
OCNT-0498000-AA-001,CYP3A4,4,0,none
OCNT-0498002-AA-001,CYP2J2,4,0,none
OCNT-0498002-AA-001,CYP3A4,4,0,none
OCNT-0498003-AA-001,CYP2J2,4,0,none
OCNT-0498003-AA-001,CYP3A4,4,0,none
OCNT-0498011-AA-001,CYP2J2,4,0,none
OCNT-0498011-AA-001,CYP3A4,4,0,none
OCNT-0498016-AA-001,CYP2J2,4,0,none
OCNT-0498016-AA-001,CYP3A4,4,0,none
OCNT-0498018-AA-001,CYP2J2,4,0,none
OCNT-0498018-AA-001,CYP3A4,4,0,none
OCNT-0498019-AA-001,CYP2J2,4,0,none
OCNT-0498019-AA-001,CYP3A4,4,0,none
OCNT-0498020-AA-001,CYP2J2,4,0,none
OCNT-0498020-AA-001,CYP3A4,4,0,none
OCNT-0498026-AA-001,CYP2J2,4,0,none
OCNT-0498026-AA-001,CYP3A4,4,0,none
OCNT-0498028-AA-001,CYP2J2,4,0,none
OCNT-0498028-AA-001,CYP3A4,4,0,none
OCNT-0498030-AA-001,CYP2J2,4,0,none
OCNT-0498030-AA-001,CYP3A4,4,0,none
OCNT-0498041-AA-001,CYP2J2,4,0,none
OCNT-0498041-AA-001,CYP3A4,4,0,none
OCNT-0498044-AA-001,CYP2J2,4,0,none
OCNT-0498044-AA-001,CYP3A4,4,0,none
OCNT-0498047-AA-001,CYP2J2,4,0,none
OCNT-0498047-AA-001,CYP3A4,4,0,none
OCNT-0498050-AA-001,CYP2J2,4,0,none
OCNT-0498050-AA-001,CYP3A4,4,0,none
OCNT-0498051-AA-001,CYP2J2,4,0,none
OCNT-0498051-AA-001,CYP3A4,4,0,none
OCNT-0498056-AA-001,CYP2J2,4,0,none
OCNT-0498056-AA-001,CYP3A4,4,0,none
OCNT-0498060-AA-001,CYP2J2,4,0,none
OCNT-0498060-AA-001,CYP3A4,4,0,none
OCNT-0498061-AA-001,CYP2J2,4,0,none
OCNT-0498061-AA-001,CYP3A4,4,0,none
OCNT-0498064-AA-001,CYP2J2,4,0,none
OCNT-0498064-AA-001,CYP3A4,4,0,none
OCNT-0498074-AA-001,CYP2J2,4,0,none
OCNT-0498074-AA-001,CYP3A4,4,0,none
OCNT-0498084-AA-001,CYP2J2,4,0,none
OCNT-0498084-AA-001,CYP3A4,4,0,none
OCNT-0498098-AA-001,CYP2J2,3,0,none
OCNT-0498098-AA-001,CYP3A4,4,0,none
OCNT-0498099-AA-001,CYP2J2,4,0,none
OCNT-0498099-AA-001,CYP3A4,4,0,none
OCNT-0498102-AA-001,CYP2J2,4,0,none
OCNT-0498102-AA-001,CYP3A4,4,0,none
OCNT-0498107-AA-001,CYP2J2,4,0,none
OCNT-0498107-AA-001,CYP3A4,4,0,none
OCNT-0498109-AA-001,CYP2J2,4,0,none
OCNT-0498109-AA-001,CYP3A4,4,0,none
OCNT-0498111-AA-001,CYP2J2,4,0,none
OCNT-0498111-AA-001,CYP3A4,4,0,none
OCNT-0498112-AA-001,CYP2J2,4,0,none
OCNT-0498112-AA-001,CYP3A4,4,0,none
OCNT-0498123-AA-001,CYP2J2,4,0,none
OCNT-0498123-AA-001,CYP3A4,4,0,none
OCNT-0498133-AA-001,CYP2J2,4,0,none
OCNT-0498133-AA-001,CYP3A4,4,0,none
OCNT-0498134-AA-001,CYP2J2,4,0,none
OCNT-0498134-AA-001,CYP3A4,4,0,none
OCNT-0498137-AA-001,CYP2J2,4,0,none
OCNT-0498137-AA-001,CYP3A4,4,0,none
OCNT-0498138-AA-001,CYP2J2,4,0,none
OCNT-0498138-AA-001,CYP3A4,4,0,none
OCNT-0498139-AA-001,CYP2J2,4,0,none
OCNT-0498139-AA-001,CYP3A4,4,0,none
OCNT-0498143-AA-001,CYP2J2,4,0,none
OCNT-0498143-AA-001,CYP3A4,4,0,none
OCNT-0498144-AA-001,CYP2J2,4,0,none
OCNT-0498144-AA-001,CYP3A4,4,0,none
OCNT-0498147-AA-001,CYP2J2,4,0,none
OCNT-0498147-AA-001,CYP3A4,4,0,none
OCNT-0498150-AA-001,CYP2J2,4,0,none
OCNT-0498150-AA-001,CYP3A4,4,0,none
OCNT-0498154-AA-001,CYP2J2,4,0,none
OCNT-0498154-AA-001,CYP3A4,4,0,none
OCNT-0498161-AA-001,CYP2J2,4,0,none
OCNT-0498161-AA-001,CYP3A4,4,0,none
OCNT-0498162-AA-001,CYP2J2,4,0,none
OCNT-0498162-AA-001,CYP3A4,4,0,none
OCNT-0498165-AA-001,CYP2J2,4,0,none
OCNT-0498165-AA-001,CYP3A4,4,4,full
OCNT-0498171-AA-001,CYP2J2,4,0,none
OCNT-0498171-AA-001,CYP3A4,4,0,none
OCNT-0498173-AA-001,CYP2J2,4,0,none
OCNT-0498173-AA-001,CYP3A4,4,0,none
OCNT-0498176-AA-001,CYP2J2,4,0,none
OCNT-0498176-AA-001,CYP3A4,4,0,none
OCNT-0498178-AA-001,CYP2J2,4,0,none
OCNT-0498178-AA-001,CYP3A4,4,0,none
OCNT-0498182-AA-001,CYP2J2,4,0,none
OCNT-0498182-AA-001,CYP3A4,4,0,none
OCNT-0498184-AA-001,CYP2J2,4,0,none
OCNT-0498184-AA-001,CYP3A4,4,0,none
OCNT-0498185-AA-001,CYP2J2,4,0,none
OCNT-0498185-AA-001,CYP3A4,4,0,none
OCNT-0498194-AA-001,CYP2J2,4,0,none
OCNT-0498194-AA-001,CYP3A4,4,0,none
OCNT-0498195-AA-001,CYP2J2,4,0,none
OCNT-0498195-AA-001,CYP3A4,4,0,none
OCNT-0498203-AA-001,CYP2J2,4,0,none
OCNT-0498203-AA-001,CYP3A4,4,0,none
