ocnt_batch,enzyme,n,n_zero,pattern
OCNT-0461786-AA-001,CYP3A4,4,0,none
OCNT-0461788-AA-001,CYP2J2,4,0,none
OCNT-0461788-AA-001,CYP3A4,4,0,none
OCNT-0461790-AA-001,CYP2J2,4,0,none
OCNT-0461790-AA-001,CYP3A4,4,0,none
OCNT-0461792-AA-001,CYP2J2,4,0,none
OCNT-0461792-AA-001,CYP3A4,4,0,none
OCNT-0461794-AA-001,CYP2J2,4,0,none
OCNT-0461794-AA-001,CYP3A4,4,0,none
OCNT-0461796-AA-001,CYP2J2,3,0,none
OCNT-0461796-AA-001,CYP3A4,4,0,none
OCNT-0461798-AA-001,CYP2J2,4,0,none
OCNT-0461798-AA-001,CYP3A4,4,0,none
OCNT-0461808-AA-001,CYP2J2,4,0,none
OCNT-0461808-AA-001,CYP3A4,4,2,partial
OCNT-0461810-AA-001,CYP2J2,4,0,none
OCNT-0461810-AA-001,CYP3A4,4,0,none
OCNT-0461812-AA-001,CYP2J2,4,0,none
OCNT-0461812-AA-001,CYP3A4,4,0,none
OCNT-0461813-AA-001,CYP2J2,4,0,none
OCNT-0461813-AA-001,CYP3A4,4,0,none
OCNT-0461815-AA-001,CYP2J2,4,0,none
OCNT-0461815-AA-001,CYP3A4,4,0,none
OCNT-0461825-AA-001,CYP2J2,4,0,none
OCNT-0461825-AA-001,CYP3A4,4,0,none
OCNT-0461832-AA-001,CYP2J2,3,0,none
OCNT-0461832-AA-001,CYP3A4,4,0,none
OCNT-0461834-AA-001,CYP2J2,4,0,none
OCNT-0461834-AA-001,CYP3A4,4,0,none
OCNT-0461836-AA-001,CYP2J2,4,0,none
OCNT-0461836-AA-001,CYP3A4,4,0,none
OCNT-0461838-AA-001,CYP2J2,4,0,none
OCNT-0461838-AA-001,CYP3A4,4,4,full
OCNT-0461839-AA-001,CYP2J2,4,0,none
OCNT-0461839-AA-001,CYP3A4,4,0,none
OCNT-0461841-AA-001,CYP2J2,4,0,none
OCNT-0461841-AA-001,CYP3A4,4,0,none
OCNT-0461843-AA-001,CYP2J2,4,0,none
OCNT-0461843-AA-001,CYP3A4,4,0,none
OCNT-0461847-AA-001,CYP2J2,4,0,none
OCNT-0461847-AA-001,CYP3A4,4,0,none
OCNT-0461851-AA-001,CYP2J2,4,0,none
OCNT-0461851-AA-001,CYP3A4,4,0,none
OCNT-0461853-AA-001,CYP2J2,4,0,none
OCNT-0461853-AA-001,CYP3A4,4,0,none
OCNT-0461855-AA-001,CYP2J2,4,0,none
OCNT-0461855-AA-001,CYP3A4,4,0,none
OCNT-0461857-AA-001,CYP2J2,4,0,none
OCNT-0461857-AA-001,CYP3A4,4,0,none
OCNT-0461861-AA-001,CYP2J2,4,0,none
OCNT-0461861-AA-001,CYP3A4,4,0,none
OCNT-0461863-AA-001,CYP2J2,4,0,none
OCNT-0461863-AA-001,CYP3A4,4,4,full
OCNT-0461867-AA-001,CYP2J2,4,0,none
OCNT-0461867-AA-001,CYP3A4,4,0,none
OCNT-0461871-AA-001,CYP2J2,4,0,none
OCNT-0461871-AA-001,CYP3A4,3,0,none
OCNT-0461875-AA-001,CYP2J2,4,0,none
OCNT-0461875-AA-001,CYP3A4,4,0,none
OCNT-0461878-AA-001,CYP2J2,4,0,none
OCNT-0461878-AA-001,CYP3A4,4,0,none
OCNT-0462523-AA-001,CYP2J2,4,0,none
OCNT-0462523-AA-001,CYP3A4,4,3,partial
OCNT-0462528-AA-001,CYP2J2,4,0,none
OCNT-0462528-AA-001,CYP3A4,4,0,none
OCNT-0462530-AA-001,CYP2J2,4,0,none
OCNT-0462530-AA-001,CYP3A4,4,0,none
OCNT-0462531-AA-001,CYP2J2,4,0,none
OCNT-0462531-AA-001,CYP3A4,3,0,none
OCNT-0462535-AA-001,CYP2J2,4,0,none
OCNT-0462535-AA-001,CYP3A4,4,0,none
OCNT-0462537-AA-001,CYP2J2,4,0,none
OCNT-0462537-AA-001,CYP3A4,4,3,partial
OCNT-0462545-AA-001,CYP2J2,4,0,none
OCNT-0462545-AA-001,CYP3A4,4,0,none
OCNT-0462546-AA-001,CYP2J2,4,0,none
OCNT-0462546-AA-001,CYP3A4,4,0,none
OCNT-0462547-AA-001,CYP2J2,4,0,none
OCNT-0462547-AA-001,CYP3A4,4,4,full
OCNT-0462553-AA-001,CYP2J2,4,0,none
OCNT-0462553-AA-001,CYP3A4,4,0,none
OCNT-0462555-AA-001,CYP2J2,4,0,none
OCNT-0462555-AA-001,CYP3A4,4,4,full
OCNT-0462557-AA-001,CYP2J2,4,0,none
OCNT-0462557-AA-001,CYP3A4,4,4,full
OCNT-0462565-AA-001,CYP2J2,4,0,none
OCNT-0462565-AA-001,CYP3A4,4,0,none
OCNT-0462570-AA-001,CYP2J2,4,0,none
OCNT-0462570-AA-001,CYP3A4,4,0,none
OCNT-0462589-AA-001,CYP2J2,4,0,none
OCNT-0462589-AA-001,CYP3A4,4,0,none
OCNT-0462595-AA-001,CYP2J2,4,0,none
OCNT-0462595-AA-001,CYP3A4,4,0,none
OCNT-0462596-AA-001,CYP2J2,4,0,none
OCNT-0462596-AA-001,CYP3A4,4,0,none
OCNT-0462599-AA-001,CYP2J2,4,0,none
OCNT-0462599-AA-001,CYP3A4,4,0,none
OCNT-0462601-AA-001,CYP2J2,4,0,none
OCNT-0462601-AA-001,CYP3A4,3,3,full
OCNT-0462603-AA-001,CYP2J2,4,0,none
OCNT-0462603-AA-001,CYP3A4,4,3,partial
OCNT-0462633-AA-001,CYP2J2,4,0,none
OCNT-0462633-AA-001,CYP3A4,3,3,full
OCNT-0462641-AA-001,CYP2J2,4,0,none
OCNT-0462641-AA-001,CYP3A4,3,0,none
OCNT-0462643-AA-001,CYP2J2,4,0,none
OCNT-0462643-AA-001,CYP3A4,3,0,none
OCNT-0462644-AA-001,CYP2J2,4,0,none
OCNT-0462644-AA-001,CYP3A4,4,0,none
OCNT-0462672-AA-001,CYP2J2,4,0,none
OCNT-0462672-AA-001,CYP3A4,4,0,none
OCNT-0462676-AA-001,CYP2J2,4,0,none
OCNT-0462676-AA-001,CYP3A4,3,0,none
OCNT-0462677-AA-001,CYP2J2,4,0,none
OCNT-0462677-AA-001,CYP3A4,4,0,none
OCNT-0462696-AA-001,CYP2J2,4,0,none
OCNT-0462696-AA-001,CYP3A4,4,0,none
OCNT-0462710-AA-001,CYP2J2,4,0,none
OCNT-0462710-AA-001,CYP3A4,4,0,none
OCNT-0462732-AA-001,CYP2J2,4,0,none
OCNT-0462732-AA-001,CYP3A4,4,0,none
OCNT-0462736-AA-001,CYP2J2,4,0,none
OCNT-0462736-AA-001,CYP3A4,4,3,partial
OCNT-0462760-AA-001,CYP2J2,4,0,none
OCNT-0462760-AA-001,CYP3A4,4,3,partial
OCNT-0462764-AA-001,CYP2J2,4,0,none
OCNT-0462764-AA-001,CYP3A4,4,0,none
OCNT-0462783-AA-001,CYP2J2,4,0,none
OCNT-0462783-AA-001,CYP3A4,4,0,none
OCNT-0462787-AQ-001,CYP2J2,4,0,none
OCNT-0462787-AQ-001,CYP3A4,4,0,none
OCNT-0462789-AQ-001,CYP2J2,4,0,none
OCNT-0462789-AQ-001,CYP3A4,4,0,none
OCNT-0462791-AQ-001,CYP2J2,4,0,none
OCNT-0462791-AQ-001,CYP3A4,4,0,none
OCNT-0462804-AA-001,CYP2J2,4,0,none
OCNT-0462804-AA-001,CYP3A4,4,4,full
OCNT-0462806-AA-001,CYP2J2,4,0,none
OCNT-0462806-AA-001,CYP3A4,4,0,none
OCNT-0462809-AQ-001,CYP2J2,4,0,none
OCNT-0462809-AQ-001,CYP3A4,4,0,none
OCNT-0462811-AQ-001,CYP2J2,4,0,none
OCNT-0462811-AQ-001,CYP3A4,4,0,none
OCNT-0462813-AQ-001,CYP2J2,4,0,none
OCNT-0462813-AQ-001,CYP3A4,4,4,full
OCNT-0462815-AQ-001,CYP2J2,4,0,none
OCNT-0462815-AQ-001,CYP3A4,3,0,none
OCNT-0462817-AQ-001,CYP2J2,4,0,none
OCNT-0462817-AQ-001,CYP3A4,4,0,none
OCNT-0462819-AQ-001,CYP2J2,4,0,none
OCNT-0462819-AQ-001,CYP3A4,4,0,none
OCNT-0462821-AQ-001,CYP2J2,4,0,none
OCNT-0462821-AQ-001,CYP3A4,3,3,full
OCNT-0462823-AQ-001,CYP2J2,4,0,none
OCNT-0462823-AQ-001,CYP3A4,4,0,none
OCNT-0462828-AA-001,CYP2J2,4,0,none
OCNT-0462828-AA-001,CYP3A4,4,0,none
OCNT-0462830-AA-001,CYP2J2,4,0,none
OCNT-0462830-AA-001,CYP3A4,4,0,none
OCNT-0462877-AA-001,CYP2J2,4,0,none
OCNT-0462877-AA-001,CYP3A4,4,0,none
OCNT-0462881-AA-001,CYP2J2,4,0,none
OCNT-0462881-AA-001,CYP3A4,4,0,none
OCNT-0462890-AA-001,CYP2J2,4,0,none
OCNT-0462890-AA-001,CYP3A4,4,0,none
OCNT-0462899-AA-001,CYP2J2,4,0,none
OCNT-0462899-AA-001,CYP3A4,4,0,none
OCNT-0462905-AA-001,CYP2J2,4,0,none
OCNT-0462905-AA-001,CYP3A4,4,0,none
OCNT-0462907-AA-001,CYP2J2,4,0,none
OCNT-0462907-AA-001,CYP3A4,4,0,none
OCNT-0462914-AA-001,CYP2J2,4,0,none
OCNT-0462914-AA-001,CYP3A4,4,0,none
OCNT-0462915-AA-001,CYP2J2,4,0,none
OCNT-0462915-AA-001,CYP3A4,4,0,none
OCNT-0462917-AA-001,CYP2J2,4,0,none
OCNT-0462917-AA-001,CYP3A4,4,0,none
OCNT-0462937-AA-001,CYP2J2,4,0,none
OCNT-0462937-AA-001,CYP3A4,4,0,none
OCNT-0462939-AA-001,CYP2J2,4,0,none
OCNT-0462939-AA-001,CYP3A4,4,0,none
OCNT-0462941-AA-001,CYP2J2,4,0,none
OCNT-0462941-AA-001,CYP3A4,4,0,none
OCNT-0462943-AA-001,CYP2J2,4,0,none
OCNT-0462943-AA-001,CYP3A4,4,0,none
OCNT-0462954-AA-001,CYP2J2,4,0,none
OCNT-0462954-AA-001,CYP3A4,4,4,full
OCNT-0462960-AA-001,CYP2J2,4,0,none
OCNT-0462960-AA-001,CYP3A4,4,0,none
OCNT-0462966-AA-001,CYP2J2,4,0,none
OCNT-0462966-AA-001,CYP3A4,4,0,none
OCNT-0462984-AA-001,CYP2J2,4,0,none
OCNT-0462984-AA-001,CYP3A4,4,0,none
OCNT-0462986-AA-001,CYP2J2,4,0,none
OCNT-0462986-AA-001,CYP3A4,4,2,partial
OCNT-0462988-AA-001,CYP2J2,4,0,none
OCNT-0462988-AA-001,CYP3A4,4,0,none
OCNT-0462990-AA-001,CYP2J2,4,0,none
OCNT-0462990-AA-001,CYP3A4,4,0,none
OCNT-0462992-AA-001,CYP2J2,4,0,none
OCNT-0462992-AA-001,CYP3A4,4,4,full
OCNT-0462994-AA-001,CYP2J2,4,0,none
OCNT-0462994-AA-001,CYP3A4,4,0,none
OCNT-0463027-AA-001,CYP2J2,3,0,none
OCNT-0463027-AA-001,CYP3A4,4,0,none
OCNT-0463042-AA-001,CYP2J2,4,0,none
OCNT-0463042-AA-001,CYP3A4,4,0,none
OCNT-0463085-AA-001,CYP2J2,4,0,none
OCNT-0463085-AA-001,CYP3A4,4,0,none
OCNT-0463087-AA-001,CYP2J2,4,0,none
OCNT-0463087-AA-001,CYP3A4,4,0,none
OCNT-0463091-AA-001,CYP2J2,4,0,none
OCNT-0463091-AA-001,CYP3A4,4,0,none
OCNT-0463093-AA-001,CYP2J2,4,0,none
OCNT-0463093-AA-001,CYP3A4,4,0,none
OCNT-0463109-AA-001,CYP2J2,4,0,none
OCNT-0463109-AA-001,CYP3A4,4,0,none
OCNT-0463117-AA-001,CYP2J2,4,0,none
OCNT-0463117-AA-001,CYP3A4,4,0,none
OCNT-0463127-AA-001,CYP2J2,4,0,none
OCNT-0463127-AA-001,CYP3A4,4,0,none
OCNT-0463132-AA-001,CYP2J2,4,0,none
OCNT-0463132-AA-001,CYP3A4,4,0,none
OCNT-0463136-AA-001,CYP2J2,4,0,none
OCNT-0463136-AA-001,CYP3A4,4,0,none
OCNT-0463145-AA-001,CYP2J2,4,0,none
OCNT-0463145-AA-001,CYP3A4,4,0,none
OCNT-0463147-AA-001,CYP2J2,4,0,none
OCNT-0463147-AA-001,CYP3A4,4,0,none
OCNT-0463149-AA-001,CYP2J2,4,0,none
OCNT-0463149-AA-001,CYP3A4,4,0,none
OCNT-0463159-AA-001,CYP2J2,4,0,none
OCNT-0463159-AA-001,CYP3A4,4,0,none
OCNT-0463200-AA-001,CYP2J2,4,0,none
OCNT-0463200-AA-001,CYP3A4,4,0,none
OCNT-0463205-AA-001,CYP2J2,4,0,none
OCNT-0463205-AA-001,CYP3A4,3,2,partial
OCNT-0463240-AA-001,CYP2J2,4,0,none
OCNT-0463240-AA-001,CYP3A4,4,0,none
OCNT-0463259-AA-001,CYP2J2,4,0,none
OCNT-0463259-AA-001,CYP3A4,4,4,full
OCNT-0463268-AA-001,CYP2J2,4,0,none
OCNT-0463268-AA-001,CYP3A4,4,0,none
OCNT-0463282-AA-001,CYP2J2,4,0,none
OCNT-0463282-AA-001,CYP3A4,4,0,none
OCNT-0463293-AA-001,CYP2J2,4,0,none
OCNT-0463293-AA-001,CYP3A4,3,0,none
OCNT-0463304-AA-001,CYP2J2,4,0,none
OCNT-0463304-AA-001,CYP3A4,4,4,full
OCNT-0463305-AA-001,CYP2J2,4,0,none
OCNT-0463305-AA-001,CYP3A4,4,0,none
OCNT-0463306-AA-001,CYP2J2,4,0,none
OCNT-0463306-AA-001,CYP3A4,4,0,none
OCNT-0463320-AA-001,CYP2J2,4,0,none
OCNT-0463320-AA-001,CYP3A4,4,0,none
OCNT-0463322-AA-001,CYP2J2,4,0,none
OCNT-0463322-AA-001,CYP3A4,4,0,none
OCNT-0463381-AA-001,CYP2J2,4,0,none
OCNT-0463381-AA-001,CYP3A4,4,4,full
OCNT-0463418-AA-001,CYP2J2,4,0,none
OCNT-0463418-AA-001,CYP3A4,4,0,none
OCNT-0463426-AA-001,CYP2J2,4,0,none
OCNT-0463426-AA-001,CYP3A4,4,0,none
OCNT-0463436-AA-001,CYP2J2,4,0,none
OCNT-0463436-AA-001,CYP3A4,4,4,full
OCNT-0463446-AA-001,CYP2J2,4,0,none
OCNT-0463446-AA-001,CYP3A4,4,0,none
OCNT-0463463-AA-001,CYP2J2,4,0,none
OCNT-0463463-AA-001,CYP3A4,4,4,full
OCNT-0463468-AA-001,CYP2J2,4,0,none
OCNT-0463468-AA-001,CYP3A4,4,0,none
OCNT-0475000-AA-001,CYP2J2,4,0,none
OCNT-0475000-AA-001,CYP3A4,4,4,full
OCNT-0475002-AA-001,CYP2J2,4,0,none
OCNT-0475002-AA-001,CYP3A4,4,0,none
OCNT-0475003-AA-001,CYP2J2,4,0,none
OCNT-0475003-AA-001,CYP3A4,4,0,none
OCNT-0475004-AA-001,CYP2J2,4,0,none
OCNT-0475004-AA-001,CYP3A4,4,0,none
OCNT-0475006-AA-001,CYP2J2,4,0,none
OCNT-0475006-AA-001,CYP3A4,4,0,none
OCNT-0475008-AA-001,CYP2J2,4,0,none
OCNT-0475008-AA-001,CYP3A4,4,0,none
OCNT-0475010-AA-001,CYP2J2,4,0,none
OCNT-0475010-AA-001,CYP3A4,4,0,none
OCNT-0475034-AA-001,CYP2J2,4,0,none
OCNT-0475034-AA-001,CYP3A4,4,3,partial
OCNT-0475039-AA-001,CYP2J2,4,0,none
OCNT-0475039-AA-001,CYP3A4,4,0,none
OCNT-0475040-AA-001,CYP2J2,4,0,none
OCNT-0475040-AA-001,CYP3A4,4,0,none
OCNT-0475042-AA-001,CYP2J2,4,0,none
OCNT-0475042-AA-001,CYP3A4,3,0,none
OCNT-0475044-AA-001,CYP2J2,4,0,none
OCNT-0475044-AA-001,CYP3A4,4,0,none
OCNT-0475045-AA-001,CYP2J2,4,0,none
OCNT-0475045-AA-001,CYP3A4,4,0,none
OCNT-0475046-AA-001,CYP2J2,4,0,none
OCNT-0475046-AA-001,CYP3A4,4,3,partial
OCNT-0475056-AA-001,CYP2J2,4,0,none
OCNT-0475056-AA-001,CYP3A4,4,0,none
OCNT-0475057-AA-001,CYP2J2,4,0,none
OCNT-0475057-AA-001,CYP3A4,4,0,none
OCNT-0475064-AA-001,CYP2J2,4,0,none
OCNT-0475064-AA-001,CYP3A4,4,2,partial
OCNT-0475065-AA-001,CYP2J2,4,0,none
OCNT-0475065-AA-001,CYP3A4,4,2,partial
OCNT-0475066-AA-001,CYP2J2,4,0,none
OCNT-0475066-AA-001,CYP3A4,4,0,none
OCNT-0475068-AA-001,CYP2J2,4,0,none
OCNT-0475068-AA-001,CYP3A4,4,0,none
OCNT-0475070-AA-001,CYP2J2,4,0,none
OCNT-0475070-AA-001,CYP3A4,4,0,none
OCNT-0475078-AA-001,CYP2J2,4,0,none
OCNT-0475078-AA-001,CYP3A4,4,0,none
OCNT-0475081-AA-001,CYP2J2,4,0,none
OCNT-0475081-AA-001,CYP3A4,4,0,none
OCNT-0475093-AA-001,CYP2J2,4,0,none
OCNT-0475093-AA-001,CYP3A4,4,0,none
OCNT-0475095-AA-001,CYP2J2,4,0,none
OCNT-0475095-AA-001,CYP3A4,4,0,none
OCNT-0475098-AA-001,CYP2J2,4,0,none
OCNT-0475098-AA-001,CYP3A4,4,0,none
OCNT-0475100-AA-001,CYP2J2,4,0,none
OCNT-0475100-AA-001,CYP3A4,4,0,none
OCNT-0475102-AA-001,CYP2J2,4,0,none
OCNT-0475102-AA-001,CYP3A4,4,0,none
OCNT-0475103-AA-001,CYP2J2,4,0,none
OCNT-0475103-AA-001,CYP3A4,4,0,none
OCNT-0475104-AA-001,CYP2J2,4,0,none
OCNT-0475104-AA-001,CYP3A4,4,0,none
OCNT-0475106-AA-001,CYP2J2,4,0,none
OCNT-0475106-AA-001,CYP3A4,4,0,none
OCNT-0475108-AA-001,CYP2J2,4,0,none
OCNT-0475108-AA-001,CYP3A4,4,0,none
OCNT-0475110-AA-001,CYP2J2,4,0,none
OCNT-0475110-AA-001,CYP3A4,4,4,full
OCNT-0475113-AA-001,CYP2J2,4,0,none
OCNT-0475113-AA-001,CYP3A4,4,0,none
OCNT-0475115-AA-001,CYP2J2,4,0,none
OCNT-0475115-AA-001,CYP3A4,4,0,none
OCNT-0475117-AA-001,CYP2J2,4,0,none
OCNT-0475117-AA-001,CYP3A4,4,0,none
OCNT-0475119-AA-001,CYP2J2,4,0,none
OCNT-0475119-AA-001,CYP3A4,4,4,full
OCNT-0475124-AA-001,CYP2J2,4,0,none
OCNT-0475124-AA-001,CYP3A4,4,0,none
OCNT-0475129-AA-001,CYP2J2,4,0,none
OCNT-0475129-AA-001,CYP3A4,4,0,none
OCNT-0475130-AA-001,CYP2J2,4,0,none
OCNT-0475130-AA-001,CYP3A4,4,0,none
OCNT-0475132-AA-001,CYP2J2,4,0,none
OCNT-0475132-AA-001,CYP3A4,4,0,none
OCNT-0475135-AA-001,CYP2J2,4,0,none
OCNT-0475135-AA-001,CYP3A4,4,0,none
OCNT-0475145-AA-001,CYP2J2,4,0,none
OCNT-0475145-AA-001,CYP3A4,4,0,none
OCNT-0475148-AA-001,CYP2J2,4,0,none
OCNT-0475148-AA-001,CYP3A4,4,0,none
OCNT-0475149-AA-001,CYP2J2,4,0,none
OCNT-0475149-AA-001,CYP3A4,4,0,none
OCNT-0475155-AA-001,CYP2J2,4,0,none
OCNT-0475155-AA-001,CYP3A4,4,4,full
OCNT-0475157-AA-001,CYP2J2,4,0,none
OCNT-0475157-AA-001,CYP3A4,4,0,none
OCNT-0475159-AA-001,CYP2J2,4,0,none
OCNT-0475159-AA-001,CYP3A4,4,0,none
OCNT-0475161-AA-001,CYP2J2,4,0,none
OCNT-0475161-AA-001,CYP3A4,4,0,none
OCNT-0475163-AA-001,CYP2J2,4,0,none
OCNT-0475163-AA-001,CYP3A4,4,0,none
OCNT-0475165-AA-001,CYP2J2,4,0,none
OCNT-0475165-AA-001,CYP3A4,4,0,none
OCNT-0475169-AA-001,CYP2J2,4,0,none
OCNT-0475169-AA-001,CYP3A4,4,0,none
OCNT-0475172-AA-001,CYP2J2,4,0,none
OCNT-0475172-AA-001,CYP3A4,4,0,none
OCNT-0475174-AA-001,CYP2J2,4,0,none
OCNT-0475174-AA-001,CYP3A4,4,0,none
OCNT-0475192-AA-001,CYP2J2,4,0,none
OCNT-0475192-AA-001,CYP3A4,4,0,none
OCNT-0475194-AA-001,CYP2J2,4,0,none
OCNT-0475194-AA-001,CYP3A4,4,4,full
OCNT-0475196-AA-001,CYP2J2,4,0,none
OCNT-0475196-AA-001,CYP3A4,4,0,none
OCNT-0475198-AA-001,CYP2J2,4,0,none
OCNT-0475198-AA-001,CYP3A4,4,0,none
OCNT-0475200-AA-001,CYP2J2,4,0,none
OCNT-0475200-AA-001,CYP3A4,4,0,none
OCNT-0475202-AA-001,CYP2J2,4,0,none
OCNT-0475202-AA-001,CYP3A4,4,0,none
OCNT-0475205-AA-001,CYP2J2,4,0,none
OCNT-0475205-AA-001,CYP3A4,4,0,none
OCNT-0475206-AA-001,CYP2J2,4,0,none
OCNT-0475206-AA-001,CYP3A4,4,0,none
OCNT-0475209-AA-001,CYP2J2,4,0,none
OCNT-0475209-AA-001,CYP3A4,4,4,full
OCNT-0475213-AA-001,CYP2J2,4,0,none
OCNT-0475213-AA-001,CYP3A4,4,0,none
OCNT-0475217-AA-001,CYP2J2,4,0,none
OCNT-0475217-AA-001,CYP3A4,4,0,none
OCNT-0475219-AA-001,CYP2J2,4,0,none
OCNT-0475219-AA-001,CYP3A4,4,0,none
OCNT-0475224-AA-001,CYP2J2,4,0,none
OCNT-0475224-AA-001,CYP3A4,3,0,none
OCNT-0475228-AA-001,CYP2J2,4,0,none
OCNT-0475228-AA-001,CYP3A4,4,0,none
OCNT-0475233-AA-001,CYP2J2,4,0,none
OCNT-0475233-AA-001,CYP3A4,4,0,none
OCNT-0475236-AA-001,CYP2J2,4,0,none
OCNT-0475236-AA-001,CYP3A4,4,4,full
OCNT-0475245-AA-001,CYP2J2,4,0,none
OCNT-0475245-AA-001,CYP3A4,4,0,none
OCNT-0475246-AA-001,CYP2J2,4,0,none
OCNT-0475246-AA-001,CYP3A4,4,0,none
OCNT-0475247-AA-001,CYP2J2,4,0,none
OCNT-0475247-AA-001,CYP3A4,4,4,full
OCNT-0475251-AA-001,CYP2J2,4,0,none
OCNT-0475251-AA-001,CYP3A4,4,4,full
OCNT-0475255-AA-001,CYP2J2,4,0,none
OCNT-0475255-AA-001,CYP3A4,4,0,none
OCNT-0475259-AA-001,CYP2J2,4,0,none
OCNT-0475259-AA-001,CYP3A4,4,0,none
OCNT-0475261-AA-001,CYP2J2,4,0,none
OCNT-0475261-AA-001,CYP3A4,4,4,full
OCNT-0475263-AA-001,CYP2J2,4,0,none
OCNT-0475263-AA-001,CYP3A4,4,0,none
OCNT-0475264-AA-001,CYP2J2,3,0,none
OCNT-0475264-AA-001,CYP3A4,4,3,partial
OCNT-0475266-AA-001,CYP2J2,4,0,none
OCNT-0475266-AA-001,CYP3A4,4,2,partial
OCNT-0475269-AA-001,CYP2J2,4,0,none
OCNT-0475269-AA-001,CYP3A4,4,0,none
OCNT-0475270-AA-001,CYP2J2,4,0,none
OCNT-0475270-AA-001,CYP3A4,4,3,partial
OCNT-0475275-AA-001,CYP2J2,4,0,none
OCNT-0475275-AA-001,CYP3A4,4,0,none
OCNT-0475277-AA-001,CYP2J2,4,0,none
OCNT-0475277-AA-001,CYP3A4,4,0,none
OCNT-0475283-AA-001,CYP2J2,4,0,none
OCNT-0475283-AA-001,CYP3A4,4,0,none
OCNT-0475286-AA-001,CYP2J2,4,0,none
OCNT-0475286-AA-001,CYP3A4,4,0,none
OCNT-0475288-AA-001,CYP2J2,3,0,none
OCNT-0475288-AA-001,CYP3A4,4,4,full
OCNT-0475292-AA-001,CYP2J2,4,0,none
OCNT-0475292-AA-001,CYP3A4,4,0,none
OCNT-0475299-AA-001,CYP2J2,4,0,none
OCNT-0475299-AA-001,CYP3A4,4,0,none
OCNT-0475300-AA-001,CYP2J2,4,0,none
OCNT-0475300-AA-001,CYP3A4,4,0,none
OCNT-0475305-AA-001,CYP2J2,4,0,none
OCNT-0475305-AA-001,CYP3A4,4,0,none
OCNT-0475310-AA-001,CYP2J2,4,0,none
OCNT-0475310-AA-001,CYP3A4,4,0,none
OCNT-0475312-AA-001,CYP2J2,4,0,none
OCNT-0475312-AA-001,CYP3A4,4,0,none
OCNT-0475318-AA-001,CYP2J2,4,0,none
OCNT-0475318-AA-001,CYP3A4,4,0,none
OCNT-0476778-AA-002,CYP2J2,4,0,none
OCNT-0476778-AA-002,CYP3A4,4,0,none
OCNT-0476804-AA-002,CYP2J2,4,0,none
OCNT-0476804-AA-002,CYP3A4,4,0,none
OCNT-0477307-AA-002,CYP2J2,4,0,none
OCNT-0477307-AA-002,CYP3A4,4,0,none
OCNT-0478597-AA-001,CYP2J2,4,0,none
OCNT-0478597-AA-001,CYP3A4,4,0,none
OCNT-0479142-AA-001,CYP2J2,4,0,none
OCNT-0479142-AA-001,CYP3A4,4,0,none
OCNT-0479153-AA-001,CYP2J2,4,0,none
OCNT-0479153-AA-001,CYP3A4,4,0,none
OCNT-0479155-AA-001,CYP2J2,4,0,none
OCNT-0479155-AA-001,CYP3A4,4,0,none
OCNT-0479157-AA-001,CYP2J2,4,0,none
OCNT-0479157-AA-001,CYP3A4,4,0,none
OCNT-0479161-AA-001,CYP2J2,4,0,none
OCNT-0479161-AA-001,CYP3A4,4,0,none
OCNT-0479163-AA-001,CYP2J2,4,0,none
OCNT-0479163-AA-001,CYP3A4,4,0,none
OCNT-0479165-AA-001,CYP2J2,4,0,none
OCNT-0479165-AA-001,CYP3A4,4,0,none
OCNT-0479172-AA-001,CYP2J2,4,0,none
OCNT-0479172-AA-001,CYP3A4,4,0,none
OCNT-0479173-AA-001,CYP2J2,4,0,none
OCNT-0479173-AA-001,CYP3A4,4,0,none
OCNT-0479175-AA-001,CYP2J2,4,0,none
OCNT-0479175-AA-001,CYP3A4,4,0,none
OCNT-0479179-AA-001,CYP2J2,4,0,none
OCNT-0479179-AA-001,CYP3A4,4,0,none
OCNT-0479187-AA-001,CYP2J2,4,0,none
OCNT-0479187-AA-001,CYP3A4,4,0,none
OCNT-0479188-AA-001,CYP2J2,4,0,none
OCNT-0479188-AA-001,CYP3A4,4,0,none
OCNT-0479190-AA-001,CYP2J2,4,0,none
OCNT-0479190-AA-001,CYP3A4,4,3,partial
OCNT-0479194-AA-001,CYP2J2,4,0,none
OCNT-0479194-AA-001,CYP3A4,3,0,none
OCNT-0479195-AA-001,CYP2J2,4,0,none
OCNT-0479195-AA-001,CYP3A4,4,0,none
OCNT-0479203-AA-001,CYP2J2,4,0,none
OCNT-0479203-AA-001,CYP3A4,4,0,none
OCNT-0479211-AA-001,CYP2J2,4,0,none
OCNT-0479211-AA-001,CYP3A4,4,0,none
OCNT-0479220-AA-001,CYP2J2,3,0,none
OCNT-0479220-AA-001,CYP3A4,4,0,none
OCNT-0479222-AA-001,CYP2J2,4,0,none
OCNT-0479222-AA-001,CYP3A4,4,2,partial
OCNT-0479224-AA-001,CYP2J2,3,0,none
OCNT-0479224-AA-001,CYP3A4,4,0,none
OCNT-0479228-AA-001,CYP2J2,4,0,none
OCNT-0479228-AA-001,CYP3A4,4,0,none
OCNT-0479230-AA-001,CYP2J2,4,0,none
OCNT-0479230-AA-001,CYP3A4,4,0,none
OCNT-0479232-AA-001,CYP2J2,4,0,none
OCNT-0479232-AA-001,CYP3A4,4,0,none
OCNT-0479233-AA-001,CYP2J2,4,0,none
