ocnt_batch,CYP2J2,CYP3A4,CYP2J2_call,CYP3A4_call
OCNT-0463381-AA-001,0.0481665969143741,-2.911118574049022,non-substrate,substrate
OCNT-0463418-AA-001,0.0818390532708303,-0.7677164705801969,non-substrate,substrate
OCNT-0463426-AA-001,0.0176011465759284,0.0563680237894956,non-substrate,non-substrate
OCNT-0463436-AA-001,0.0143758329002459,-3.3179862513620795,non-substrate,substrate
OCNT-0463446-AA-001,0.0010335985883723,-2.9560283016638,non-substrate,substrate
OCNT-0463463-AA-001,-0.2815628748546216,-3.636288831917509,substrate,substrate
OCNT-0463468-AA-001,0.0604478308386318,-1.652326639750597,non-substrate,substrate
OCNT-0475000-AA-001,-0.0425719882091718,-3.553212231523998,inconclusive,substrate
OCNT-0475002-AA-001,0.0056062733565299,-0.037664508545282,non-substrate,inconclusive
OCNT-0475003-AA-001,-0.0514883528645382,-0.1543207368635499,non-substrate,inconclusive
OCNT-0475004-AA-001,0.0497026158367424,-0.9636939661984526,non-substrate,substrate
OCNT-0475006-AA-001,0.0062064812338395,-1.2902252987805916,non-substrate,substrate
OCNT-0475008-AA-001,0.0081093505433687,-0.3574692293853236,non-substrate,substrate
OCNT-0475010-AA-001,-0.001036473057077,-0.8492445354134294,non-substrate,substrate
OCNT-0475034-AA-001,-0.0168793017015164,-3.209378803594081,non-substrate,substrate
OCNT-0475039-AA-001,-0.0984517785280498,-0.6848982335949052,inconclusive,substrate
OCNT-0475040-AA-001,-0.0039425158618814,0.0412844383273961,non-substrate,inconclusive
OCNT-0475042-AA-001,-0.0367002727522231,-1.8687691303209748,non-substrate,substrate
OCNT-0475044-AA-001,0.032154207965589,-1.1753393132273071,non-substrate,substrate
OCNT-0475045-AA-001,0.0793072302567339,0.1049661646313433,non-substrate,non-substrate
OCNT-0475046-AA-001,-0.1810832521075882,-3.8121057329407817,substrate,substrate
OCNT-0475056-AA-001,-0.0748727545736124,-0.181676011382932,inconclusive,substrate
OCNT-0475057-AA-001,-1.420976390690759,-0.6587407133871337,substrate,substrate
OCNT-0475064-AA-001,0.005649736459658,-3.7878488381015543,non-substrate,substrate
OCNT-0475065-AA-001,-0.0494035230944616,-3.837857100683705,non-substrate,substrate
OCNT-0475066-AA-001,0.0441778808126901,-1.6076253345544285,non-substrate,substrate
OCNT-0475068-AA-001,0.0474292752089793,-0.7486105476154498,non-substrate,substrate
OCNT-0475070-AA-001,0.0385309059685053,-0.2173476950930789,non-substrate,substrate
OCNT-0475078-AA-001,-0.0513097569292124,-0.2881054135932693,inconclusive,substrate
OCNT-0475081-AA-001,-0.026048684061547,-0.5057842986137615,non-substrate,substrate
OCNT-0475093-AA-001,-0.0160959066364884,-1.9842197831477384,inconclusive,substrate
OCNT-0475095-AA-001,0.0563890491755309,-0.0876411214173401,non-substrate,inconclusive
OCNT-0475098-AA-001,-0.0128644271970591,-0.4359842131418461,non-substrate,substrate
OCNT-0475100-AA-001,-0.0003755513571677,-0.5741548948546207,non-substrate,substrate
OCNT-0475102-AA-001,0.0108253552953386,-0.7534599639940108,non-substrate,substrate
OCNT-0475103-AA-001,-0.4421205606544153,-0.0639067100019247,substrate,inconclusive
OCNT-0475104-AA-001,-0.0136526354081883,-1.3135918220048366,non-substrate,substrate
OCNT-0475106-AA-001,0.0262392517112578,-0.24634901125949,non-substrate,substrate
OCNT-0475108-AA-001,0.0522467332131573,-0.2372800417106573,non-substrate,substrate
OCNT-0475110-AA-001,0.0341328966907693,-3.5578308281111384,non-substrate,substrate
OCNT-0475113-AA-001,0.1097150553083354,-0.4269738459830545,non-substrate,substrate
OCNT-0475115-AA-001,-0.5756402469900174,-0.513906536445129,substrate,substrate
OCNT-0475117-AA-001,-0.0713753378591954,-2.5963828122074983,inconclusive,substrate
OCNT-0475119-AA-001,-0.1413741828152427,-3.8624674819114353,inconclusive,substrate
OCNT-0475124-AA-001,0.0435352706968937,-0.1029993744565173,non-substrate,inconclusive
OCNT-0475129-AA-001,-1.4576236056579188,-0.1755693552449984,substrate,inconclusive
OCNT-0475130-AA-001,0.020885029032022,-2.0023491467648,non-substrate,substrate
OCNT-0475132-AA-001,-0.0115994008211063,-1.9277493733085056,non-substrate,substrate
OCNT-0475135-AA-001,-0.1489468502487962,-1.819069124264224,inconclusive,substrate
OCNT-0475145-AA-001,0.0181523010421928,-1.2979065383676134,non-substrate,substrate
OCNT-0475148-AA-001,-0.115593777689642,-0.2688544639825997,inconclusive,substrate
OCNT-0475149-AA-001,0.0683835181009631,-0.2741262614350743,non-substrate,substrate
OCNT-0475155-AA-001,-0.1326135016406195,-3.417579026954261,inconclusive,substrate
OCNT-0475157-AA-001,-0.0023639461849506,-0.0010773118384918,non-substrate,non-substrate
OCNT-0475159-AA-001,-1.1908408768631786,-1.0451480628343903,substrate,substrate
OCNT-0475161-AA-001,-0.0776463370776557,-0.5467678255541559,inconclusive,substrate
OCNT-0475163-AA-001,-0.0706820376407008,-1.6681024257483674,inconclusive,substrate
OCNT-0475165-AA-001,-0.0335494592537333,-0.4512932747769245,inconclusive,substrate
OCNT-0475169-AA-001,-0.0755673619643663,-0.1701623620598861,inconclusive,inconclusive
OCNT-0475172-AA-001,0.0257732649362049,0.0080565872979822,non-substrate,inconclusive
OCNT-0475174-AA-001,0.0123205798969529,-0.387223714231195,non-substrate,substrate
OCNT-0475192-AA-001,0.0049897404440049,-0.1332058053204012,non-substrate,inconclusive
OCNT-0475194-AA-001,-0.30910980487414,-3.298404795133159,substrate,substrate
OCNT-0475196-AA-001,0.0151653173342121,-1.383431950931206,non-substrate,substrate
OCNT-0475198-AA-001,-0.024151729384945,-2.628169977221224,non-substrate,substrate
OCNT-0475200-AA-001,0.0387740570355924,-0.9919213090239072,non-substrate,substrate
OCNT-0475202-AA-001,0.0047129820247438,-1.2867985301789662,non-substrate,substrate
OCNT-0475205-AA-001,-0.0022719295730052,-0.3930100584412657,non-substrate,substrate
OCNT-0475206-AA-001,-0.212649688157338,-0.2381761518551824,inconclusive,inconclusive
OCNT-0475209-AA-001,-0.0197023113505129,-3.80631903010896,non-substrate,substrate
OCNT-0475213-AA-001,0.0534848224668345,-0.0791199522710943,non-substrate,inconclusive
OCNT-0475217-AA-001,0.0141925439743505,-1.1163845456726684,non-substrate,substrate
OCNT-0475219-AA-001,0.0053637473879029,-1.1339731646415796,non-substrate,substrate
OCNT-0475224-AA-001,0.0030356660299688,-3.0143548016841732,non-substrate,substrate
OCNT-0475228-AA-001,0.0649402655379518,-0.079689636455706,non-substrate,inconclusive
OCNT-0475233-AA-001,0.0020607488514921,-0.3222852977516967,non-substrate,substrate
OCNT-0475236-AA-001,-0.0940375267053457,-3.4617719081787395,inconclusive,substrate
OCNT-0475245-AA-001,0.0084555013858342,-0.7362434658020025,non-substrate,substrate
OCNT-0475246-AA-001,0.0712487976055263,-0.0062082064352834,non-substrate,inconclusive
OCNT-0475247-AA-001,-0.0129528769005663,-3.5091996690335,non-substrate,substrate
OCNT-0475251-AA-001,-2.698239107879581,-3.487731894304129,substrate,substrate
OCNT-0475255-AA-001,0.0293775495689615,0.0403942123843667,non-substrate,non-substrate
OCNT-0475259-AA-001,-0.0933740262271429,-0.6241047489365159,inconclusive,substrate
OCNT-0475261-AA-001,-0.0800817861372987,-3.296959866201967,inconclusive,substrate
OCNT-0475263-AA-001,0.0444128335214664,-0.2275124477792042,non-substrate,substrate
OCNT-0475264-AA-001,-2.2735026312167497,-3.296285221045826,substrate,substrate
OCNT-0475266-AA-001,-0.0847715071113524,-2.938661928808208,inconclusive,substrate
OCNT-0475269-AA-001,-0.1672645793014497,-1.4383818586286616,inconclusive,substrate
OCNT-0475270-AA-001,-0.267232278114651,-3.539281557954759,substrate,substrate
OCNT-0475275-AA-001,-0.1688863421405713,-0.4947320457488287,substrate,substrate
OCNT-0475277-AA-001,-0.4434929377989087,-0.0775942576410552,substrate,inconclusive
OCNT-0475283-AA-001,-0.1448164205475003,-0.4751478666058629,inconclusive,substrate
OCNT-0475286-AA-001,0.0414246176986639,-0.4664719183313769,non-substrate,substrate
OCNT-0475288-AA-001,-2.613373622278062,-3.2894225232601055,substrate,substrate
OCNT-0475292-AA-001,-0.0170055537306895,-1.3178390249515448,inconclusive,substrate
OCNT-0475299-AA-001,-0.1260098612687375,-0.0964790527840747,inconclusive,inconclusive
OCNT-0475300-AA-001,0.0396616425530206,-0.192799060880229,non-substrate,substrate
OCNT-0475305-AA-001,-0.0908093273793876,-1.0172868103837254,inconclusive,substrate
OCNT-0475310-AA-001,0.0958623464425882,-0.9274363523582488,non-substrate,substrate
OCNT-0475312-AA-001,-0.0691913617091345,-0.930568300665418,inconclusive,substrate
OCNT-0475318-AA-001,-0.0538693130633784,-0.0941677728118964,inconclusive,inconclusive
OCNT-0476778-AA-002,0.0335941335911401,0.0183244520046456,non-substrate,non-substrate
OCNT-0476804-AA-002,-0.0009579482944521,0.0188246395452518,non-substrate,non-substrate
OCNT-0477307-AA-002,0.3265939441226302,-0.5085833941478258,non-substrate,substrate
OCNT-0478597-AA-001,0.1194537066788586,0.1193439521563682,non-substrate,non-substrate
OCNT-0479142-AA-001,0.1156813052049447,-0.2129082195712633,non-substrate,substrate
OCNT-0479153-AA-001,0.1329780522532726,0.1461162746101019,non-substrate,non-substrate
OCNT-0479155-AA-001,0.0236554193295355,-0.5761767310061376,non-substrate,substrate
OCNT-0479157-AA-001,-0.0050500459632524,-0.7281472641375699,non-substrate,substrate
OCNT-0479161-AA-001,-0.0741780758118099,-1.9091170410624647,inconclusive,substrate
OCNT-0479163-AA-001,-0.0747088914576882,-0.888502398049321,inconclusive,substrate
OCNT-0479165-AA-001,-0.0121153006818795,-0.0054566589983642,non-substrate,inconclusive
OCNT-0479172-AA-001,0.1101365100258731,-0.3654709547637207,non-substrate,substrate
OCNT-0479173-AA-001,0.1413405311339988,0.1109053371959749,non-substrate,non-substrate
OCNT-0479175-AA-001,0.1585288528393756,-0.070969503570565,non-substrate,inconclusive
OCNT-0479179-AA-001,0.1320944318180075,-0.228273182879288,non-substrate,inconclusive
OCNT-0479187-AA-001,-0.0493823779926374,-0.5095980471562491,inconclusive,substrate
OCNT-0479188-AA-001,-0.1838877813701022,-1.2215919967903663,substrate,substrate
OCNT-0479190-AA-001,-0.2863349511164477,-3.87820234511866,substrate,substrate
OCNT-0479194-AA-001,-0.0098157151845386,-2.334544488851703,non-substrate,substrate
OCNT-0479195-AA-001,-0.0700839278875356,-0.3275335418803851,inconclusive,substrate
OCNT-0479203-AA-001,0.2332197812371774,-0.5566738988662934,non-substrate,substrate
OCNT-0479211-AA-001,0.1015238918377488,0.0335123854909249,non-substrate,non-substrate
OCNT-0479220-AA-001,-3.003988594018466,-2.303381067573095,substrate,substrate
OCNT-0479222-AA-001,-0.8287230609965252,-3.533531403043587,substrate,substrate
OCNT-0479224-AA-001,-3.138328075156371,-1.126195075150479,substrate,substrate
OCNT-0479228-AA-001,-2.278507550730714,-2.282693416251746,substrate,substrate
OCNT-0479230-AA-001,-0.3844092606408719,-0.1708155826572846,substrate,inconclusive
OCNT-0479232-AA-001,-0.0745287861183585,-1.6708361052558949,inconclusive,substrate
OCNT-0479233-AA-001,0.0308905029859972,-3.5271947380079087,non-substrate,substrate
OCNT-0479239-AA-001,0.1447315226755798,-0.2137709004832174,non-substrate,substrate
OCNT-0479245-AA-001,-1.235957327989894,-1.1422956482933535,substrate,substrate
OCNT-0479247-AA-001,-2.2528086930776174,-3.1836711942971925,substrate,substrate
OCNT-0479249-AA-001,0.0563298038942861,0.1666029188004735,non-substrate,non-substrate
OCNT-0479251-AA-001,0.0097305003912309,-0.3492657138971088,non-substrate,substrate
OCNT-0479252-AA-001,0.0554534311203563,0.0843759587546809,non-substrate,non-substrate
OCNT-0479253-AA-001,-0.0002760773789382,-3.403065423089043,non-substrate,substrate
OCNT-0479255-AA-001,-0.026359366002374,-4.076894951222167,non-substrate,substrate
OCNT-0479257-AA-001,-0.1367279955103695,-3.495224156766966,inconclusive,substrate
OCNT-0479260-AA-001,-0.0801837431607459,-0.3548729267094144,inconclusive,substrate
OCNT-0479261-AA-001,-0.0342914251230367,-1.4738915309821086,non-substrate,substrate
OCNT-0479263-AA-001,-0.1626980772314838,-0.262695369466944,inconclusive,substrate
OCNT-0479265-AA-001,-0.2499148520233889,-2.3383516217458564,substrate,substrate
OCNT-0479268-AA-001,-0.1665603491249374,0.0179639154283218,inconclusive,inconclusive
OCNT-0479274-AA-001,-0.0370671275789031,-0.3679171611844634,non-substrate,substrate
OCNT-0479276-AA-001,-0.007942517157733,-0.0113365201624751,non-substrate,non-substrate
OCNT-0479278-AA-001,-0.169601443671067,-0.2992953580364212,substrate,inconclusive
OCNT-0479280-AA-001,-0.0625789293313958,-0.2995049673440721,inconclusive,substrate
OCNT-0479283-AA-001,-0.3264145129138773,-0.5021789649388988,substrate,substrate
OCNT-0479284-AA-001,-0.1197548701865329,-3.051678241667495,inconclusive,substrate
OCNT-0479285-AA-001,-0.1109463221926192,-0.5680066712455689,inconclusive,substrate
OCNT-0479287-AA-001,-0.1426654615686683,-0.1822413578922151,inconclusive,inconclusive
OCNT-0479288-AA-001,-0.2994523937944036,-3.5364755886455996,substrate,substrate
OCNT-0479293-AA-001,-0.0430198815832133,0.1073665363503414,inconclusive,non-substrate
OCNT-0479298-AA-001,-0.2132026840185579,-0.1391767912985972,substrate,inconclusive
OCNT-0479300-AA-001,-0.1076766857000936,-0.134988582545113,inconclusive,inconclusive
OCNT-0479302-AA-001,0.0626474950484406,-0.398452442561528,non-substrate,substrate
OCNT-0479304-AA-001,-0.046179967715823,-0.1634304709522392,inconclusive,inconclusive
OCNT-0479306-AA-001,-0.145460445790651,-0.1216840380698694,inconclusive,inconclusive
OCNT-0479308-AA-001,-0.0552200066608548,-0.1480912030060282,inconclusive,inconclusive
OCNT-0479318-AA-001,-0.0039153875931522,-0.3322813475938903,non-substrate,substrate
OCNT-0479322-AA-001,0.0347402764615039,-0.5716827382297809,non-substrate,substrate
OCNT-0479328-AA-001,0.0137552034217272,-0.6423692628243143,non-substrate,substrate
OCNT-0479338-AA-001,-0.2098619032444943,-0.5560866639030855,substrate,substrate
OCNT-0479344-AA-001,-0.1531242575814628,-2.7009300716649536,inconclusive,substrate
OCNT-0479361-AA-001,-0.3971854283464359,-3.2520711699989353,substrate,substrate
OCNT-0479364-AA-001,-0.162933513381886,-0.4723551372326037,substrate,substrate
OCNT-0479366-AA-001,-0.8379425316508758,-0.2373722918053398,substrate,substrate
OCNT-0479368-AA-001,-0.94526376263311,-1.5107767894087227,substrate,substrate
OCNT-0479370-AA-001,-0.1491405871247761,-0.4247858114843588,inconclusive,substrate
OCNT-0479372-AA-001,-1.2273966480431124,-0.5435788201153882,substrate,substrate
OCNT-0479376-AA-001,0.0201019893356671,0.158886518010742,non-substrate,inconclusive
OCNT-0479377-AA-001,-0.0167199540671877,-0.4966040960906642,non-substrate,substrate
OCNT-0479379-AA-001,0.0489475590147226,-0.4304435320541135,non-substrate,substrate
OCNT-0479384-AA-001,0.0043767598521207,-1.272431701716363,non-substrate,substrate
OCNT-0479385-AA-001,-0.3778781446462397,-1.8705099155085767,substrate,substrate
OCNT-0479389-AA-001,-1.386862230864813,-3.366182552116769,substrate,substrate
OCNT-0479390-AA-001,0.0217671159917591,-3.6403622044636728,non-substrate,substrate
OCNT-0479391-AA-001,-1.5165591370223008,-3.1117946716009683,substrate,substrate
OCNT-0479393-AA-001,-2.916430981521064,-1.2414894945151969,substrate,substrate
OCNT-0479395-AA-001,0.0177651394205018,-0.2727367008478492,non-substrate,substrate
OCNT-0479397-AA-001,0.0816086841633785,0.0754986025858363,non-substrate,non-substrate
OCNT-0479399-AA-001,-0.1344075435754053,-3.778143183782938,inconclusive,substrate
OCNT-0479401-AA-001,-0.0609249953929872,-0.6732081034548456,inconclusive,substrate
OCNT-0479403-AA-001,0.0023738536213953,-0.9684726915212082,non-substrate,substrate
OCNT-0479405-AA-001,0.0419527148223322,-0.912631644188896,non-substrate,substrate
OCNT-0479407-AA-001,0.0776580761314359,-0.6936127316628277,non-substrate,substrate
OCNT-0479409-AA-001,-0.1474455932539642,-0.7863080334318138,inconclusive,substrate
OCNT-0479411-AA-001,-0.4736810385657094,-1.4552104021517165,substrate,substrate
OCNT-0479413-AA-001,-0.8119900150655347,-3.368500996882944,substrate,substrate
OCNT-0479427-AA-001,0.012481007653885,-3.839963257710554,non-substrate,substrate
OCNT-0479429-AA-001,0.0178319998894418,-3.7849171447025167,non-substrate,substrate
OCNT-0479433-AA-001,-1.061647183308683,-1.7264032672133791,substrate,substrate
OCNT-0479435-AA-001,-1.4885033822193074,-3.459380034517736,substrate,substrate
OCNT-0479437-AA-001,-2.963329841008951,-3.300465557498933,substrate,substrate
OCNT-0479442-AA-001,-0.0192382301170902,-0.1932889915539281,non-substrate,substrate
OCNT-0479446-AA-001,0.0721870876532799,-0.2603311202525296,non-substrate,inconclusive
OCNT-0479448-AA-001,-0.1234076936287605,-0.1135364031956521,inconclusive,inconclusive
OCNT-0479450-AA-001,0.1593429359623307,0.1500943728802821,non-substrate,non-substrate
OCNT-0479466-AA-001,-0.3164617136672072,-0.1716877688693951,substrate,substrate
OCNT-0479472-AA-001,0.2678141173108913,0.3865758036102921,non-substrate,non-substrate
OCNT-0479496-AA-001,-0.1080247126782854,-0.3534454642646611,inconclusive,substrate
OCNT-0479499-AA-001,-1.8977271182690512,-3.840497345926049,substrate,substrate
OCNT-0479500-AA-001,-0.4481946808647423,-1.5662118204907234,substrate,substrate
OCNT-0479501-AA-001,-0.149167643512392,-2.746176015144272,inconclusive,substrate
OCNT-0479503-AA-001,-0.1519884587408931,-0.2165343327582365,inconclusive,substrate
OCNT-0479523-AA-001,0.0502173733567784,-3.3746549821690697,non-substrate,substrate
OCNT-0479525-AA-001,-0.0482672298243211,-0.351069620301887,inconclusive,substrate
OCNT-0479527-AA-001,0.0229934064286637,-0.1386961403793382,non-substrate,inconclusive
OCNT-0479564-AA-001,0.063512802433687,-0.0555079148604775,non-substrate,inconclusive
OCNT-0479585-AA-001,-1.229071611586282,-3.340652582592966,substrate,substrate
OCNT-0479588-AA-001,-0.1469624307697667,-0.4726140598941656,inconclusive,substrate
OCNT-0479598-AA-001,0.0604559797813531,-3.5390091326214255,non-substrate,substrate
OCNT-0479600-AA-001,-0.1679734911226612,-3.465892907295342,inconclusive,substrate
OCNT-0479603-AA-001,-0.3736915126686745,-0.6162926080066008,substrate,substrate
OCNT-0479605-AA-001,-0.4668732828446004,-2.882029739809307,substrate,substrate
OCNT-0479613-AA-001,-3.1389243176524744,-3.2589914940281024,substrate,substrate
OCNT-0479618-AA-001,-0.8317263780373926,-3.372842599662873,substrate,substrate
OCNT-0479622-AA-001,-0.7663004993527754,-3.5798128356908943,substrate,substrate
OCNT-0479624-AA-001,-1.569093662423544,-1.447157982363203,substrate,substrate
OCNT-0479685-AA-001,-0.3444289107228254,0.239645285979068,inconclusive,non-substrate
OCNT-0479689-AA-001,-0.0103185637283523,0.0771316973298429,non-substrate,non-substrate
OCNT-0479693-AA-001,-0.0653957018593904,-0.1082863695732268,inconclusive,inconclusive
OCNT-0479717-AA-001,-0.1641488145172381,0.1427366313774435,inconclusive,non-substrate
OCNT-0479721-AA-001,-0.1724195887983872,-0.2528918328410965,inconclusive,substrate
OCNT-0479723-AA-001,0.0910306045608556,0.154411384288679,non-substrate,non-substrate
OCNT-0479725-AA-001,-0.1385628911921218,0.0865714304340216,inconclusive,inconclusive
OCNT-0479749-AA-001,0.1069709393720057,0.0343553194549324,non-substrate,inconclusive
OCNT-0479771-AA-001,-0.105056925018952,0.0920005904767726,inconclusive,non-substrate
OCNT-0480057-AA-002,-0.1471412891322259,-1.6387052313866617,inconclusive,substrate
OCNT-0481714-AA-001,-0.2819193519826645,-0.743756383997996,substrate,substrate
OCNT-0481724-AA-001,-0.014162514940193,0.0451317431217758,non-substrate,non-substrate
OCNT-0481739-AA-001,-0.189887913132623,-0.4915686464670997,substrate,substrate
OCNT-0481795-AA-001,-0.0048499617475536,-0.0530204222749196,non-substrate,inconclusive
OCNT-0481805-AA-001,0.0825097595397937,-0.022016758419738,non-substrate,inconclusive
OCNT-0481958-AA-001,0.2368712765586689,0.393231967743576,non-substrate,non-substrate
OCNT-0481962-AA-001,-0.3083029829633884,0.0472535586386412,inconclusive,inconclusive
OCNT-0482005-AA-001,-0.0225180232515565,-0.0883177119020211,non-substrate,inconclusive
OCNT-0482018-AA-001,-0.3443343503409774,-0.2353932742139827,substrate,substrate
OCNT-0482020-AA-001,-0.1167327727761761,-0.0312686147718196,inconclusive,inconclusive
OCNT-0482022-AA-001,-0.0341816824118621,-0.0761390689370671,non-substrate,inconclusive
OCNT-0482024-AA-001,-0.0680511317926411,-0.1000041390173223,inconclusive,inconclusive
OCNT-0482026-AA-001,-0.0865555306522921,0.0087574244785446,inconclusive,inconclusive
OCNT-0482032-AA-001,0.0248035099227924,-1.3696501344784342,non-substrate,substrate
OCNT-0482050-AA-001,0.0096714686376824,0.007774719729625,non-substrate,inconclusive
OCNT-0482052-AA-001,0.1348060615408751,0.2838463756451543,non-substrate,non-substrate
OCNT-0482054-AA-001,-3.1327526387167626e-05,-0.0441360980526269,non-substrate,inconclusive
OCNT-0482056-AA-001,0.212277325639537,0.2758309759034624,non-substrate,non-substrate
OCNT-0482064-AA-001,0.0626233188306763,-0.8686511686198524,non-substrate,substrate
OCNT-0482072-AA-001,-0.1046644993740679,-0.8626232142956516,inconclusive,substrate
OCNT-0482076-AA-001,0.0155825849850864,-0.4231938144304083,non-substrate,substrate
OCNT-0482080-AA-001,0.059343520238268,-1.2284890599789142,non-substrate,substrate
OCNT-0482082-AA-001,0.1129809266412079,-2.9935971311022325,non-substrate,substrate
OCNT-0482086-AA-001,-0.58037975644309,-0.604848069760632,substrate,substrate
OCNT-0482088-AA-001,0.1201998040097774,-0.560495776536683,non-substrate,substrate
OCNT-0482092-AA-001,-0.0966031090817823,0.1116780811467134,inconclusive,non-substrate
OCNT-0482094-AA-001,0.0404925737252606,-1.337473437484487,non-substrate,substrate
OCNT-0482096-AA-001,0.0836269335497771,-0.0534659291823882,non-substrate,inconclusive
OCNT-0482102-AA-001,-0.4275638081652974,-0.7425040578823797,substrate,substrate
OCNT-0482106-AA-001,-0.0221101198339315,-0.4219876983272552,non-substrate,substrate
OCNT-0482114-AA-001,-0.2579825093902801,-0.115190389000082,substrate,inconclusive
OCNT-0482116-AA-001,0.1011237087406481,0.0031125580344412,non-substrate,inconclusive
OCNT-0482118-AA-001,0.0365235499588608,0.1060718627909309,non-substrate,non-substrate
OCNT-0482120-AA-001,0.0922043346194717,0.1322197352037528,non-substrate,non-substrate
OCNT-0482122-AA-001,0.0499186931684276,-1.3403479129058615,non-substrate,substrate
OCNT-0482126-AA-001,-0.0108786254958085,-3.9457021709393705,non-substrate,substrate
OCNT-0482146-AA-001,0.0015584708122658,-1.8910470355604825,non-substrate,substrate
OCNT-0482148-AA-001,-0.0266883159307153,-0.5281741006834317,non-substrate,substrate
OCNT-0482156-AA-001,-0.4897193462026372,-1.7045758857130058,substrate,substrate
OCNT-0482160-AA-001,0.0924055656614362,-1.5589443662852402,non-substrate,substrate
OCNT-0482180-AA-001,-0.316675895321447,-0.2665960055742999,substrate,substrate
OCNT-0482206-AA-001,-3.0700418797510816,-1.0463505460515363,substrate,substrate
OCNT-0482212-AA-001,0.0392607866826902,-0.5054091437111993,non-substrate,substrate
OCNT-0482222-AA-001,-1.231382705556086,-0.1454733468903478,substrate,inconclusive
OCNT-0482228-AQ-001,-0.0515484239947781,-0.2117964393249742,inconclusive,substrate
OCNT-0482272-AA-001,-0.3236590619661443,-0.2578327317742982,substrate,substrate
OCNT-0482276-AA-001,0.0431032417295384,0.2742805972963197,non-substrate,non-substrate
OCNT-0482286-AA-001,0.1090300543621272,0.1035187663281735,non-substrate,non-substrate
OCNT-0482292-AA-001,-0.2482469212861705,-0.3700353394317102,substrate,substrate
OCNT-0482294-AA-001,-0.2603622760723931,-0.402925640797401,substrate,substrate
OCNT-0482298-AA-001,-0.2220980279170507,-0.9229181161378048,substrate,substrate
OCNT-0482300-AA-001,-0.1963903822368738,-0.3541897444835638,substrate,substrate
OCNT-0482302-AA-001,-0.17618996866286,-0.2047349363720562,substrate,substrate
OCNT-0482304-AA-001,-0.3461183241330328,-3.04034163434031,substrate,substrate
OCNT-0482322-AA-001,0.0439774701170602,-0.2445058636368789,non-substrate,substrate
OCNT-0482324-AA-001,0.0080260973094797,-2.291140350484128,non-substrate,substrate
OCNT-0482326-AA-001,-0.0317149687903444,-0.7775722821309727,non-substrate,substrate
OCNT-0482328-AA-001,-0.0903550465087698,-0.1815094487425414,inconclusive,substrate
OCNT-0482330-AA-001,-0.1132471199276377,-0.1329091860430695,inconclusive,inconclusive
OCNT-0482332-AA-001,-0.0595070600357913,-0.1320491970842545,inconclusive,inconclusive
OCNT-0482334-AA-001,-0.0740239828976202,-0.0032802273483388,inconclusive,inconclusive
OCNT-0482336-AA-001,-0.1464578318859551,-0.1468022946462704,inconclusive,inconclusive
OCNT-0482364-AA-001,-0.4209979943931187,-1.4824378870855883,substrate,substrate
OCNT-0482368-AA-001,-0.2466624500545609,-0.4306795624190303,substrate,substrate
OCNT-0482383-AA-001,0.0614714227123941,0.0100241332739748,non-substrate,non-substrate
OCNT-0482388-AA-001,-2.515628915830233,-2.1967119804389417,substrate,substrate
OCNT-0482389-AQ-001,0.0075073128520469,-1.580189468694556,non-substrate,substrate
OCNT-0482390-AA-001,-0.0946654980270257,-1.1128309406139456,inconclusive,substrate
OCNT-0482391-AQ-001,-1.0231637546718,-1.280793732807274,substrate,substrate
OCNT-0482392-AA-001,-2.997383114749868,-0.0161071251642551,substrate,inconclusive
OCNT-0482400-AA-001,0.0133708375272993,-0.5560704216315617,non-substrate,inconclusive
OCNT-0482403-AA-001,-1.112309845866965,-0.9178475021470054,substrate,substrate
OCNT-0482405-AA-001,-3.2813362901773093,-1.879245538319792,substrate,substrate
OCNT-0482437-AA-001,-0.1029749337704533,-0.7721129752722584,inconclusive,substrate
OCNT-0482457-AA-001,-0.0421752999842572,-0.9849058154888964,inconclusive,substrate
OCNT-0482484-AA-001,-0.3711366299191102,0.0505750172043668,inconclusive,non-substrate
OCNT-0482490-AA-001,-2.7435345769350743,-2.8280146133109594,substrate,substrate
OCNT-0482518-AA-001,-0.2901955944385858,0.0358357858817572,inconclusive,inconclusive
OCNT-0482520-AA-001,-0.056362286993815,0.1613513025884427,inconclusive,non-substrate
OCNT-0482548-AA-001,-0.1942266197426389,-0.6549297262773287,substrate,substrate
OCNT-0482553-AA-001,-0.600808850151047,-1.3434916229256997,substrate,substrate
OCNT-0482556-AA-001,0.0277177665709395,-0.2647098080491282,non-substrate,substrate
OCNT-0482557-AA-001,-1.0363769364217843,-1.773284479268281,substrate,substrate
OCNT-0482558-AA-001,-0.0954629013332249,-1.3309547374655952,inconclusive,substrate
OCNT-0482560-AA-001,-0.0594031868995301,-0.1238268595691373,inconclusive,inconclusive
OCNT-0482578-AA-001,-0.0662439704352992,-0.1063165736029776,inconclusive,inconclusive
OCNT-0482580-AA-001,-0.2364556893486095,-3.18569700331899,substrate,substrate
OCNT-0482582-AA-001,-0.222608296466892,-0.4776549426277766,substrate,substrate
OCNT-0482584-AA-001,-0.171477825079763,-3.1521211191054728,inconclusive,substrate
OCNT-0482586-AA-001,-3.204178472201419,-0.8963585861502983,substrate,substrate
OCNT-0482588-AA-001,-0.53225089438862,-0.8861069841700095,substrate,substrate
OCNT-0482596-AA-001,0.0959792477862101,0.360330588683119,non-substrate,non-substrate
OCNT-0483873-AA-002,-0.0228121611016998,0.0478809414902441,inconclusive,non-substrate
