core,id_i,id_j,sub_i,sub_j,activity_i,se_i,activity_j,se_j,delta_activity,abs_delta,se_diff,p_value,q_value,significant
Cc1nc(-c2ccc(F)cc2)sc1CCNC(=O)[*:1],OCNT-0482126-AA-001,OCNT-0482092-AA-001,CCOc1ccc(C[*:1])cc1,CCOc1ccc([*:1])cc1OCC,-3.9057253875151936,0.5928530412365562,0.1516548645708901,0.024505643971033,-4.057380252086084,4.057380252086084,0.5933592967923136,8.031642789911326e-12,1.5952459340026797e-11,True
O=C(Cn1cnc2ccccc2c1=O)NCC(=O)N[*:1],OCNT-0461685-AA-001,OCNT-0461681-AA-001,CCCCN(CC)CC[*:1],CCN(CCC[*:1])c1cccc(C)c1,0.0667980952604505,0.0353060662111731,-3.9533743153776646,0.0265888607303974,4.020172410638115,4.020172410638115,0.044198255918624293,0.0,0.0,True
O=C(CNC(=O)Cn1cnc2ccccc2c1=O)NCC[*:1],OCNT-0461685-AA-001,OCNT-0461681-AA-001,CCCCN(CC)[*:1],CCN(C[*:1])c1cccc(C)c1,0.0667980952604505,0.0353060662111731,-3.9533743153776646,0.0265888607303974,4.020172410638115,4.020172410638115,0.044198255918624293,0.0,0.0,True
O=C(CNC(=O)Cn1cnc2ccccc2c1=O)NC[*:1],OCNT-0461685-AA-001,OCNT-0461681-AA-001,CCCCN(CC)C[*:1],CCN(CC[*:1])c1cccc(C)c1,0.0667980952604505,0.0353060662111731,-3.9533743153776646,0.0265888607303974,4.020172410638115,4.020172410638115,0.044198255918624293,0.0,0.0,True
Cc1nc(-c2ccc(F)cc2)sc1CC[*:1],OCNT-0482126-AA-001,OCNT-0482096-AA-001,CCOc1ccc(CC(=O)N[*:1])cc1,COc1ccc(C(=O)N[*:1])cc1,-3.9057253875151936,0.5928530412365562,-0.0134891457582115,0.0520672660222867,-3.892236241756982,3.892236241756982,0.5951350508031513,6.148220504520557e-11,1.1827590860504562e-10,True
Cc1nc(-c2ccc(F)cc2)sc1CCNC(=O)[*:1],OCNT-0482126-AA-001,OCNT-0482096-AA-001,CCOc1ccc(C[*:1])cc1,COc1ccc([*:1])cc1,-3.9057253875151936,0.5928530412365562,-0.0134891457582115,0.0520672660222867,-3.892236241756982,3.892236241756982,0.5951350508031513,6.148220504520557e-11,1.1827590860504562e-10,True
Cc1nc2c3cccnc3nn2c(C)c1C[*:1],OCNT-0479397-AA-001,OCNT-0479399-AA-001,O=C(C[*:1])Nc1ccc(F)c(F)c1,CSc1cccc(NC(=O)C[*:1])c1,0.1520806334827531,0.0259927505554285,-3.709749168768081,0.0370471673641053,3.861829802250834,3.861829802250834,0.04525611219648411,0.0,0.0,True
Cc1nc2c3cccnc3nn2c(C)c1CCC(=O)N[*:1],OCNT-0479397-AA-001,OCNT-0479399-AA-001,Fc1ccc([*:1])cc1F,CSc1cccc([*:1])c1,0.1520806334827531,0.0259927505554285,-3.709749168768081,0.0370471673641053,3.861829802250834,3.861829802250834,0.04525611219648411,0.0,0.0,True
Cc1nc2c3cccnc3nn2c(C)c1[*:1],OCNT-0479397-AA-001,OCNT-0479399-AA-001,O=C(CC[*:1])Nc1ccc(F)c(F)c1,CSc1cccc(NC(=O)CC[*:1])c1,0.1520806334827531,0.0259927505554285,-3.709749168768081,0.0370471673641053,3.861829802250834,3.861829802250834,0.04525611219648411,0.0,0.0,True
Cc1nc2c3cccnc3nn2c(C)c1CC[*:1],OCNT-0479397-AA-001,OCNT-0479399-AA-001,O=C(Nc1ccc(F)c(F)c1)[*:1],CSc1cccc(NC(=O)[*:1])c1,0.1520806334827531,0.0259927505554285,-3.709749168768081,0.0370471673641053,3.861829802250834,3.861829802250834,0.04525611219648411,0.0,0.0,True
Cc1nc(-c2ccc(F)cc2)sc1CCNC(=O)[*:1],OCNT-0482126-AA-001,OCNT-0482114-AA-001,CCOc1ccc(C[*:1])cc1,Cc1ccc([*:1])cc1,-3.9057253875151936,0.5928530412365562,-0.0467963739852255,0.0274200662084502,-3.858929013529968,3.858929013529968,0.5934868056952148,7.919004132014218e-11,1.5103509829336548e-10,True
Cc1nc(-c2ccc(F)cc2)sc1CC[*:1],OCNT-0482126-AA-001,OCNT-0482114-AA-001,CCOc1ccc(CC(=O)N[*:1])cc1,Cc1ccc(C(=O)N[*:1])cc1,-3.9057253875151936,0.5928530412365562,-0.0467963739852255,0.0274200662084502,-3.858929013529968,3.858929013529968,0.5934868056952148,7.919004132014218e-11,1.5103509829336548e-10,True
CC(=O)Nc1ccc(S(=O)(=O)N2CCC(CC(=O)NCC[*:1])CC2)cc1,OCNT-0457679-AA-001,OCNT-0457465-AA-001,CCN(CC)[*:1],CN(Cc1ccccc1)[*:1],0.0545053687136274,0.0187888867725224,-3.730418733008399,0.0258160360748386,3.7849241017220265,3.7849241017220265,0.03192945324881144,0.0,0.0,True
CC(=O)Nc1ccc(S(=O)(=O)N2CCC(CC(=O)NC[*:1])CC2)cc1,OCNT-0457679-AA-001,OCNT-0457465-AA-001,CCN(CC)C[*:1],CN(Cc1ccccc1)C[*:1],0.0545053687136274,0.0187888867725224,-3.730418733008399,0.0258160360748386,3.7849241017220265,3.7849241017220265,0.03192945324881144,0.0,0.0,True
CC(=O)Nc1ccc(S(=O)(=O)N2CCC(CC(=O)N[*:1])CC2)cc1,OCNT-0457679-AA-001,OCNT-0457465-AA-001,CCN(CC)CC[*:1],CN(CC[*:1])Cc1ccccc1,0.0545053687136274,0.0187888867725224,-3.730418733008399,0.0258160360748386,3.7849241017220265,3.7849241017220265,0.03192945324881144,0.0,0.0,True
CC(=O)Nc1ccc(S(=O)(=O)N2CCC(CC(=O)NC[*:1])CC2)cc1,OCNT-0457465-AA-001,OCNT-0457715-AA-001,CN(Cc1ccccc1)C[*:1],COC[*:1],-3.730418733008399,0.0258160360748386,0.0124505823775971,0.0292489113688624,-3.742869315385996,3.742869315385996,0.03901238950488596,0.0,0.0,True
CC(=O)Nc1ccc(S(=O)(=O)N2CCC(CC(=O)N[*:1])CC2)cc1,OCNT-0457465-AA-001,OCNT-0457715-AA-001,CN(CC[*:1])Cc1ccccc1,COCC[*:1],-3.730418733008399,0.0258160360748386,0.0124505823775971,0.0292489113688624,-3.742869315385996,3.742869315385996,0.03901238950488596,0.0,0.0,True
CC(=O)Nc1ccc(S(=O)(=O)N2CCC(CC(=O)NCC[*:1])CC2)cc1,OCNT-0457465-AA-001,OCNT-0457715-AA-001,CN(Cc1ccccc1)[*:1],CO[*:1],-3.730418733008399,0.0258160360748386,0.0124505823775971,0.0292489113688624,-3.742869315385996,3.742869315385996,0.03901238950488596,0.0,0.0,True
CC(=O)Nc1ccc(S(=O)(=O)N2CCC(CC(=O)NCC[*:1])CC2)cc1,OCNT-0457465-AA-001,OCNT-0457647-AA-001,CN(Cc1ccccc1)[*:1],CCN(CC)C[*:1],-3.730418733008399,0.0258160360748386,0.0099373902907036,0.0251026923809225,-3.7403561232991027,3.7403561232991027,0.03600851126315267,0.0,0.0,True
CC(=O)Nc1ccc(S(=O)(=O)N2CCC(CC(=O)NC[*:1])CC2)cc1,OCNT-0457465-AA-001,OCNT-0457647-AA-001,CN(Cc1ccccc1)C[*:1],CCN(CC)CC[*:1],-3.730418733008399,0.0258160360748386,0.0099373902907036,0.0251026923809225,-3.7403561232991027,3.7403561232991027,0.03600851126315267,0.0,0.0,True
CC(=O)Nc1ccc(S(=O)(=O)N2CCC(CC(=O)N[*:1])CC2)cc1,OCNT-0457465-AA-001,OCNT-0457647-AA-001,CN(CC[*:1])Cc1ccccc1,CCN(CC)CCC[*:1],-3.730418733008399,0.0258160360748386,0.0099373902907036,0.0251026923809225,-3.7403561232991027,3.7403561232991027,0.03600851126315267,0.0,0.0,True
Cc1ccc(S(=O)(=O)c2cnc3ccccc3c2[*:1])cc1C,OCNT-0479499-AA-001,OCNT-0479527-AA-001,C1CCN([*:1])C1,Fc1ccc(N2CCN([*:1])CC2)cc1,-3.763915315029133,0.0490692136463822,-0.0650039974407956,0.035345755672708,-3.6989113175883372,3.6989113175883372,0.060474045440577814,0.0,0.0,True
O=C(NCCC[*:1])C1CCCN1c1nnc(N2CCCC2=O)s1,OCNT-0460335-AA-001,OCNT-0460331-AA-001,CC(C)N(Cc1ccccc1)[*:1],CCN(c1cccc(C)c1)[*:1],-0.2835474668903988,0.0239569586466088,-3.9764395309700857,0.1855389586403633,3.692892064079687,3.692892064079687,0.18707923733259596,9.831820075290268e-87,5.71459945943831e-86,True
O=C(NC[*:1])C1CCCN1c1nnc(N2CCCC2=O)s1,OCNT-0460335-AA-001,OCNT-0460331-AA-001,CC(C)N(CC[*:1])Cc1ccccc1,CCN(CC[*:1])c1cccc(C)c1,-0.2835474668903988,0.0239569586466088,-3.9764395309700857,0.1855389586403633,3.692892064079687,3.692892064079687,0.18707923733259596,9.831820075290268e-87,5.71459945943831e-86,True
O=C(NCC[*:1])C1CCCN1c1nnc(N2CCCC2=O)s1,OCNT-0460335-AA-001,OCNT-0460331-AA-001,CC(C)N(Cc1ccccc1)C[*:1],CCN(C[*:1])c1cccc(C)c1,-0.2835474668903988,0.0239569586466088,-3.9764395309700857,0.1855389586403633,3.692892064079687,3.692892064079687,0.18707923733259596,9.831820075290268e-87,5.71459945943831e-86,True
O=C(NCC[*:1])c1ccc(CN2CC(=O)N3CCCC3C2=O)cc1,OCNT-0455932-AA-001,OCNT-0455940-AA-001,CCN(CC)[*:1],CCN(C[*:1])c1cccc(C)c1,0.079769691737134,0.0205672632827314,-3.5999010160729985,0.1616626144436259,3.6796707078101325,3.6796707078101325,0.16296568113467827,6.904746506878873e-113,4.799975767708126e-112,True
O=C(NC[*:1])c1ccc(CN2CC(=O)N3CCCC3C2=O)cc1,OCNT-0455932-AA-001,OCNT-0455940-AA-001,CCN(CC)C[*:1],CCN(CC[*:1])c1cccc(C)c1,0.079769691737134,0.0205672632827314,-3.5999010160729985,0.1616626144436259,3.6796707078101325,3.6796707078101325,0.16296568113467827,6.904746506878873e-113,4.799975767708126e-112,True
O=C(N[*:1])c1ccc(CN2CC(=O)N3CCCC3C2=O)cc1,OCNT-0455932-AA-001,OCNT-0455940-AA-001,CCN(CC)CC[*:1],CCN(CCC[*:1])c1cccc(C)c1,0.079769691737134,0.0205672632827314,-3.5999010160729985,0.1616626144436259,3.6796707078101325,3.6796707078101325,0.16296568113467827,6.904746506878873e-113,4.799975767708126e-112,True
O=C(NCC[*:1])C1CCCN1c1nnc(N2CCCC2=O)s1,OCNT-0460331-AA-001,OCNT-0460333-AA-001,CCN(C[*:1])c1cccc(C)c1,CCN(Cc1ccccc1)C[*:1],-3.9764395309700857,0.1855389586403633,-0.3260455567681593,0.038404022726469,-3.6503939742019265,3.6503939742019265,0.18947182939668258,1.0333037314474992e-82,5.759667951826948e-82,True
O=C(NCCC[*:1])C1CCCN1c1nnc(N2CCCC2=O)s1,OCNT-0460331-AA-001,OCNT-0460333-AA-001,CCN(c1cccc(C)c1)[*:1],CCN(Cc1ccccc1)[*:1],-3.9764395309700857,0.1855389586403633,-0.3260455567681593,0.038404022726469,-3.6503939742019265,3.6503939742019265,0.18947182939668258,1.0333037314474992e-82,5.759667951826948e-82,True
O=C(N[*:1])C1CCCN1c1nnc(N2CCCC2=O)s1,OCNT-0460331-AA-001,OCNT-0460333-AA-001,CCN(CCC[*:1])c1cccc(C)c1,CCN(CCC[*:1])Cc1ccccc1,-3.9764395309700857,0.1855389586403633,-0.3260455567681593,0.038404022726469,-3.6503939742019265,3.6503939742019265,0.18947182939668258,1.0333037314474992e-82,5.759667951826948e-82,True
CCN(CCCNC(=O)C1CCCN1c1nnc(N2CCCC2=O)s1)[*:1],OCNT-0460331-AA-001,OCNT-0460333-AA-001,Cc1cccc([*:1])c1,c1ccc(C[*:1])cc1,-3.9764395309700857,0.1855389586403633,-0.3260455567681593,0.038404022726469,-3.6503939742019265,3.6503939742019265,0.18947182939668258,1.0333037314474992e-82,5.759667951826948e-82,True
O=C(NC[*:1])C1CCCN1c1nnc(N2CCCC2=O)s1,OCNT-0460331-AA-001,OCNT-0460333-AA-001,CCN(CC[*:1])c1cccc(C)c1,CCN(CC[*:1])Cc1ccccc1,-3.9764395309700857,0.1855389586403633,-0.3260455567681593,0.038404022726469,-3.6503939742019265,3.6503939742019265,0.18947182939668258,1.0333037314474992e-82,5.759667951826948e-82,True
CC(=O)Nc1ccc(S(=O)(=O)N2CCC(CC(=O)N[*:1])CC2)cc1,OCNT-0457465-AA-001,OCNT-0457413-AA-001,CN(CC[*:1])Cc1ccccc1,COCCC[*:1],-3.730418733008399,0.0258160360748386,-0.0800851149114958,0.0224530137478095,-3.6503336180969033,3.6503336180969033,0.0342141132425888,0.0,0.0,True
CC(=O)Nc1ccc(S(=O)(=O)N2CCC(CC(=O)NCC[*:1])CC2)cc1,OCNT-0457465-AA-001,OCNT-0457413-AA-001,CN(Cc1ccccc1)[*:1],COC[*:1],-3.730418733008399,0.0258160360748386,-0.0800851149114958,0.0224530137478095,-3.6503336180969033,3.6503336180969033,0.0342141132425888,0.0,0.0,True
CC(=O)Nc1ccc(S(=O)(=O)N2CCC(CC(=O)NC[*:1])CC2)cc1,OCNT-0457465-AA-001,OCNT-0457413-AA-001,CN(Cc1ccccc1)C[*:1],COCC[*:1],-3.730418733008399,0.0258160360748386,-0.0800851149114958,0.0224530137478095,-3.6503336180969033,3.6503336180969033,0.0342141132425888,0.0,0.0,True
COc1ccc(S(=O)(=O)NCCCn2ccnc2)cc1[*:1],OCNT-0493978-AA-001,OCNT-0495943-AA-001,CC(C)(C)[*:1],C[*:1],-3.669993812460621,0.0246535393731988,-0.0440726227131138,0.0264028067115405,-3.625921189747507,3.625921189747507,0.03612347167525336,0.0,0.0,True
O=C(Cn1cnc2ccccc2c1=O)NCC(=O)N[*:1],OCNT-0461679-AA-001,OCNT-0461681-AA-001,CCN(CCC[*:1])Cc1ccccc1,CCN(CCC[*:1])c1cccc(C)c1,-0.3460194665206728,0.0231079206260626,-3.9533743153776646,0.0265888607303974,3.6073548488569918,3.6073548488569918,0.035227028126154476,0.0,0.0,True
CCN(CCCNC(=O)CNC(=O)Cn1cnc2ccccc2c1=O)[*:1],OCNT-0461679-AA-001,OCNT-0461681-AA-001,c1ccc(C[*:1])cc1,Cc1cccc([*:1])c1,-0.3460194665206728,0.0231079206260626,-3.9533743153776646,0.0265888607303974,3.6073548488569918,3.6073548488569918,0.035227028126154476,0.0,0.0,True
O=C(CNC(=O)Cn1cnc2ccccc2c1=O)NCCC[*:1],OCNT-0461679-AA-001,OCNT-0461681-AA-001,CCN(Cc1ccccc1)[*:1],CCN(c1cccc(C)c1)[*:1],-0.3460194665206728,0.0231079206260626,-3.9533743153776646,0.0265888607303974,3.6073548488569918,3.6073548488569918,0.035227028126154476,0.0,0.0,True
O=C(CNC(=O)Cn1cnc2ccccc2c1=O)NCC[*:1],OCNT-0461679-AA-001,OCNT-0461681-AA-001,CCN(Cc1ccccc1)C[*:1],CCN(C[*:1])c1cccc(C)c1,-0.3460194665206728,0.0231079206260626,-3.9533743153776646,0.0265888607303974,3.6073548488569918,3.6073548488569918,0.035227028126154476,0.0,0.0,True
O=C(CNC(=O)Cn1cnc2ccccc2c1=O)NC[*:1],OCNT-0461679-AA-001,OCNT-0461681-AA-001,CCN(CC[*:1])Cc1ccccc1,CCN(CC[*:1])c1cccc(C)c1,-0.3460194665206728,0.0231079206260626,-3.9533743153776646,0.0265888607303974,3.6073548488569918,3.6073548488569918,0.035227028126154476,0.0,0.0,True
Cc1ccc(S(=O)(=O)c2cnc3ccccc3c2[*:1])cc1C,OCNT-0479499-AA-001,OCNT-0479503-AA-001,C1CCN([*:1])C1,C1CCCN([*:1])CC1,-3.763915315029133,0.0490692136463822,-0.1765575493340598,0.0260713964218856,-3.587357765695073,3.587357765695073,0.05556532587199872,0.0,0.0,True
CCOCCNC(=O)CSc1nc2cc(C(=O)OCC)ccc2n1C[*:1],OCNT-0475251-AA-001,OCNT-0475045-AA-001,Fc1cccc([*:1])c1,FC(F)(F)c1ccc([*:1])cc1,-3.4111498634072124,0.0245787947998202,0.1733601796461998,0.0339643284404426,-3.5845100430534123,3.5845100430534123,0.04192484657362418,0.0,0.0,True
CCOCCNC(=O)CSc1nc2cc(C(=O)OCC)ccc2n1[*:1],OCNT-0475251-AA-001,OCNT-0475045-AA-001,Fc1cccc(C[*:1])c1,FC(F)(F)c1ccc(C[*:1])cc1,-3.4111498634072124,0.0245787947998202,0.1733601796461998,0.0339643284404426,-3.5845100430534123,3.5845100430534123,0.04192484657362418,0.0,0.0,True
C=CCn1cc(C(=O)NCC[*:1])c(=O)c2cc(S(=O)(=O)N3CCCCCC3)ccc21,OCNT-0454906-AA-001,OCNT-0454912-AA-001,CCCCN(Cc1ccccc1)C[*:1],CN(CCc1ccccc1)[*:1],-0.0334399473608932,0.0436672334973979,-3.6035835164264487,0.0287168254358014,3.5701435690655554,3.5701435690655554,0.05226359482877694,0.0,0.0,True
c1cncc(-c2nc([*:1])c3ccccc3n2)c1,OCNT-0497451-AA-001,OCNT-0497383-AA-001,C1COC(CN[*:1])C1,CN(CC1COc2ccccc2O1)[*:1],-0.4149771810992062,0.0186539379969738,-3.9826066087506553,0.3531449996960162,3.567629427651449,3.567629427651449,0.3536373286477182,6.218431702212006e-24,1.6539676494905195e-23,True
Cc1nc2c3cccnc3nn2c(C)c1C[*:1],OCNT-0479395-AA-001,OCNT-0479399-AA-001,CC(=O)c1cccc(NC(=O)C[*:1])c1,CSc1cccc(NC(=O)C[*:1])c1,-0.2043426858329926,0.0678812211081742,-3.709749168768081,0.0370471673641053,3.505406482935088,3.505406482935088,0.07733274073017755,0.0,0.0,True
Cc1nc2c3cccnc3nn2c(C)c1CCC(=O)Nc1cccc([*:1])c1,OCNT-0479395-AA-001,OCNT-0479399-AA-001,CC(=O)[*:1],CS[*:1],-0.2043426858329926,0.0678812211081742,-3.709749168768081,0.0370471673641053,3.505406482935088,3.505406482935088,0.07733274073017755,0.0,0.0,True
Cc1nc2c3cccnc3nn2c(C)c1CCC(=O)N[*:1],OCNT-0479395-AA-001,OCNT-0479399-AA-001,CC(=O)c1cccc([*:1])c1,CSc1cccc([*:1])c1,-0.2043426858329926,0.0678812211081742,-3.709749168768081,0.0370471673641053,3.505406482935088,3.505406482935088,0.07733274073017755,0.0,0.0,True
Cc1nc2c3cccnc3nn2c(C)c1CC[*:1],OCNT-0479395-AA-001,OCNT-0479399-AA-001,CC(=O)c1cccc(NC(=O)[*:1])c1,CSc1cccc(NC(=O)[*:1])c1,-0.2043426858329926,0.0678812211081742,-3.709749168768081,0.0370471673641053,3.505406482935088,3.505406482935088,0.07733274073017755,0.0,0.0,True
c1cncc(-c2nc([*:1])c3ccccc3n2)c1,OCNT-0497562-AA-001,OCNT-0497383-AA-001,c1cncc(CN[*:1])c1,CN(CC1COc2ccccc2O1)[*:1],-0.4982695945342392,0.0432233106617075,-3.9826066087506553,0.3531449996960162,3.484337014216416,3.484337014216416,0.35578033306361634,1.2005846775259148e-22,3.08920158349728e-22,True
Cc1ccc(S(=O)(=O)c2cnc3ccccc3c2[*:1])cc1C,OCNT-0479499-AA-001,OCNT-0479525-AA-001,C1CCN([*:1])C1,c1ccc(N2CCN([*:1])CC2)cc1,-3.763915315029133,0.0490692136463822,-0.2826756052870305,0.0536929816803171,-3.4812397097421024,3.4812397097421024,0.07273736322961652,0.0,0.0,True
CN(CCCNC(=O)c1cc(N[*:1])nc2ccccc12)C1CCCCC1,OCNT-0479222-AA-001,OCNT-0454527-AA-001,Cc1ccc(C)c([*:1])c1,CCOc1ccc([*:1])cc1,-3.45694937214667,0.3367726525686464,-0.0014822538561647,0.0418819919181507,-3.4554671182905055,3.4554671182905055,0.3393669411789461,2.3836830838201602e-24,6.381698584363164e-24,True
CN(CCCNC(=O)c1cc([*:1])nc2ccccc12)C1CCCCC1,OCNT-0479222-AA-001,OCNT-0454527-AA-001,Cc1ccc(C)c(N[*:1])c1,CCOc1ccc(N[*:1])cc1,-3.45694937214667,0.3367726525686464,-0.0014822538561647,0.0418819919181507,-3.4554671182905055,3.4554671182905055,0.3393669411789461,2.3836830838201602e-24,6.381698584363164e-24,True
O=C(CSc1cn(CC(=O)N2CCCCC2)c2ccccc12)N[*:1],OCNT-0456186-AA-001,OCNT-0456188-AA-001,c1cc2c(cc1[*:1])OCO2,c1cc2c(cc1[*:1])OCCO2,-0.1382413503089665,0.0356655404647568,-3.5605276970400066,0.0337029252802603,3.42228634673104,3.42228634673104,0.04907054054206061,0.0,0.0,True
O=C(Cn1cc(SC[*:1])c2ccccc21)N1CCCCC1,OCNT-0456186-AA-001,OCNT-0456188-AA-001,O=C(Nc1ccc2c(c1)OCO2)[*:1],O=C(Nc1ccc2c(c1)OCCO2)[*:1],-0.1382413503089665,0.0356655404647568,-3.5605276970400066,0.0337029252802603,3.42228634673104,3.42228634673104,0.04907054054206061,0.0,0.0,True
Cc1nc(-c2ccc(F)cc2)sc1CC[*:1],OCNT-0482088-AA-001,OCNT-0482126-AA-001,O=C(N[*:1])c1ccc(Cl)cc1,CCOc1ccc(CC(=O)N[*:1])cc1,-0.4839137456397662,0.221418705590268,-3.9057253875151936,0.5928530412365562,3.4218116418754274,3.4218116418754274,0.6328514609991065,6.409830455637322e-08,1.1308475216254165e-07,True
Cc1nc(-c2ccc(F)cc2)sc1CCNC(=O)[*:1],OCNT-0482088-AA-001,OCNT-0482126-AA-001,Clc1ccc([*:1])cc1,CCOc1ccc(C[*:1])cc1,-0.4839137456397662,0.221418705590268,-3.9057253875151936,0.5928530412365562,3.4218116418754274,3.4218116418754274,0.6328514609991065,6.409830455637322e-08,1.1308475216254165e-07,True
O=C(NCCCN1CCN([*:1])CC1)C1Cc2ccccc2N1C(=O)c1ccccc1,OCNT-0460167-AA-001,OCNT-0460163-AA-001,CCC[*:1],c1ccc(C[*:1])cc1,-0.5518721141250147,0.0364046926060617,-3.957868042301058,0.326923225300354,3.4059959281760435,3.4059959281760435,0.32894391145684376,3.9995019786828924e-25,1.0874201490930042e-24,True
O=C(NCCCN1CCN(C[*:1])CC1)C1Cc2ccccc2N1C(=O)c1ccccc1,OCNT-0460167-AA-001,OCNT-0460163-AA-001,CC[*:1],c1ccc([*:1])cc1,-0.5518721141250147,0.0364046926060617,-3.957868042301058,0.326923225300354,3.4059959281760435,3.4059959281760435,0.32894391145684376,3.9995019786828924e-25,1.0874201490930042e-24,True
O=C(NCCC[*:1])C1Cc2ccccc2N1C(=O)c1ccccc1,OCNT-0460167-AA-001,OCNT-0460163-AA-001,CCCN1CCN([*:1])CC1,c1ccc(CN2CCN([*:1])CC2)cc1,-0.5518721141250147,0.0364046926060617,-3.957868042301058,0.326923225300354,3.4059959281760435,3.4059959281760435,0.32894391145684376,3.9995019786828924e-25,1.0874201490930042e-24,True
O=C(CNC(=O)Cn1ccc2ccccc2c1=O)NC[*:1],OCNT-0454249-AA-001,OCNT-0454231-AA-001,CCCCN(CC)C[*:1],CCN(CC[*:1])c1cccc(C)c1,0.0089233022510599,0.0209279289614092,-3.3794135694515948,0.2206802406876158,3.3883368717026547,3.3883368717026547,0.22167035625125392,9.556243965901455e-53,3.963411692298451e-52,True
O=C(CNC(=O)Cn1ccc2ccccc2c1=O)NCC[*:1],OCNT-0454249-AA-001,OCNT-0454231-AA-001,CCCCN(CC)[*:1],CCN(C[*:1])c1cccc(C)c1,0.0089233022510599,0.0209279289614092,-3.3794135694515948,0.2206802406876158,3.3883368717026547,3.3883368717026547,0.22167035625125392,9.556243965901455e-53,3.963411692298451e-52,True
O=C(Cn1ccc2ccccc2c1=O)NCC(=O)N[*:1],OCNT-0454249-AA-001,OCNT-0454231-AA-001,CCCCN(CC)CC[*:1],CCN(CCC[*:1])c1cccc(C)c1,0.0089233022510599,0.0209279289614092,-3.3794135694515948,0.2206802406876158,3.3883368717026547,3.3883368717026547,0.22167035625125392,9.556243965901455e-53,3.963411692298451e-52,True
Cc1nc(-c2ccc(F)cc2)sc1CCNC(=O)[*:1],OCNT-0482126-AA-001,OCNT-0482086-AA-001,CCOc1ccc(C[*:1])cc1,CC(C)(C)c1ccc([*:1])cc1,-3.9057253875151936,0.5928530412365562,-0.5311559268220893,0.0684095330513385,-3.3745694606931043,3.3745694606931043,0.5967868905360908,1.562426870738569e-08,2.7886641522226684e-08,True
Cc1nc(-c2ccc(F)cc2)sc1CC[*:1],OCNT-0482126-AA-001,OCNT-0482086-AA-001,CCOc1ccc(CC(=O)N[*:1])cc1,CC(C)(C)c1ccc(C(=O)N[*:1])cc1,-3.9057253875151936,0.5928530412365562,-0.5311559268220893,0.0684095330513385,-3.3745694606931043,3.3745694606931043,0.5967868905360908,1.562426870738569e-08,2.7886641522226684e-08,True
CCCOc1ccc2oc(=O)c3c(c2c1)CCCN3C(=O)C[*:1],OCNT-0454708-AA-001,OCNT-0454678-AA-001,c1ccc(CC2CCN([*:1])CC2)cc1,CCOC(=O)C1CCN([*:1])CC1,-0.3233708349768411,0.0543285485332925,-3.6887608709196593,0.0214414117109201,3.365390035942818,3.365390035942818,0.0584065520459092,0.0,0.0,True
CCCOc1ccc2oc(=O)c3c(c2c1)CCCN3C(=O)CN1CCC([*:1])CC1,OCNT-0454708-AA-001,OCNT-0454678-AA-001,c1ccc(C[*:1])cc1,CCOC(=O)[*:1],-0.3233708349768411,0.0543285485332925,-3.6887608709196593,0.0214414117109201,3.365390035942818,3.365390035942818,0.0584065520459092,0.0,0.0,True
CCCOc1ccc2oc(=O)c3c(c2c1)CCCN3C(=O)C[*:1],OCNT-0454734-AA-001,OCNT-0454708-AA-001,CCCCN(CC)[*:1],c1ccc(CC2CCN([*:1])CC2)cc1,-3.687588528609022,0.2612859232720635,-0.3233708349768411,0.0543285485332925,-3.364217693632181,3.364217693632181,0.26687436161210576,1.9567961620146617e-36,6.505815500611247e-36,True
COc1ccc(-c2cc(CCCC(=O)NCC[*:1])no2)cc1,OCNT-0479249-AA-001,OCNT-0479247-AA-001,Clc1ccc([*:1])cc1,COc1ccc(OC)c([*:1])c1,0.2431849496973903,0.048314901886265,-3.115277179282336,0.0702268523150765,3.3584621289797263,3.3584621289797263,0.08524165959413847,0.0,0.0,True
COc1ccc(-c2cc(CCCC(=O)NC[*:1])no2)cc1,OCNT-0479249-AA-001,OCNT-0479247-AA-001,Clc1ccc(C[*:1])cc1,COc1ccc(OC)c(C[*:1])c1,0.2431849496973903,0.048314901886265,-3.115277179282336,0.0702268523150765,3.3584621289797263,3.3584621289797263,0.08524165959413847,0.0,0.0,True
COc1ccc(-c2cc(CCCC(=O)N[*:1])no2)cc1,OCNT-0479249-AA-001,OCNT-0479247-AA-001,Clc1ccc(CC[*:1])cc1,COc1ccc(OC)c(CC[*:1])c1,0.2431849496973903,0.048314901886265,-3.115277179282336,0.0702268523150765,3.3584621289797263,3.3584621289797263,0.08524165959413847,0.0,0.0,True
Cc1cc2c(C)c(C(=O)N3CCCC3)oc2c([*:1])c1C,OCNT-0461857-AA-001,OCNT-0461863-AA-001,CCOc1ccc(NS(=O)(=O)[*:1])cc1,COc1ccccc1CNS(=O)(=O)[*:1],0.106724653010974,0.0382816725496159,-3.242048313020832,0.0272612159063084,3.348772966031806,3.348772966031806,0.046996386519458894,0.0,0.0,True
Cc1cc2c(C)c(C(=O)N3CCCC3)oc2c(S(=O)(=O)N[*:1])c1C,OCNT-0461857-AA-001,OCNT-0461863-AA-001,CCOc1ccc([*:1])cc1,COc1ccccc1C[*:1],0.106724653010974,0.0382816725496159,-3.242048313020832,0.0272612159063084,3.348772966031806,3.348772966031806,0.046996386519458894,0.0,0.0,True
