ocnt_batch,enzyme,mean,std,size,cv
OCNT-0454231-AA-001,CYP2J2,41027.0,2836.9363463661516,4,0.06914803291408467
OCNT-0454231-AA-001,CYP3A4,65159.75,5651.02547478479,4,0.08672570835193183
OCNT-0454249-AA-001,CYP2J2,86887.25,5292.1438393780145,4,0.0609081751278584
OCNT-0454249-AA-001,CYP3A4,113726.75,4564.522510624741,4,0.04013587401930276
OCNT-0454251-AA-001,CYP2J2,65880.125,2553.577241668375,4,0.03876096533921839
OCNT-0454251-AA-001,CYP3A4,100520.5,6739.354024434885,4,0.06704457324063136
OCNT-0454253-AA-001,CYP2J2,32257.166666666668,683.4305621885327,3,0.02118693713092799
OCNT-0454253-AA-001,CYP3A4,58631.625,11952.491988249425,4,0.2038574231611255
OCNT-0454255-AA-001,CYP2J2,41530.375,3010.606427698579,4,0.07249167453216059
OCNT-0454255-AA-001,CYP3A4,73597.0,10848.189841320685,4,0.14739989186136235
OCNT-0454257-AA-001,CYP2J2,21547.375,2298.038633813627,4,0.10665051468281528
OCNT-0454257-AA-001,CYP3A4,50434.625,4180.169142809894,4,0.08288292304760655
OCNT-0454261-AA-001,CYP2J2,62442.875,7334.144535152004,4,0.11745366521243623
OCNT-0454261-AA-001,CYP3A4,130292.125,12894.333686901648,4,0.09896479688931044
OCNT-0454263-AA-001,CYP2J2,46581.25,6403.687407788318,4,0.13747349862419572
OCNT-0454263-AA-001,CYP3A4,95618.375,2105.9669740604504,4,0.022024709937399065
OCNT-0454281-AA-001,CYP2J2,5924.833333333333,1406.9081644987825,3,0.23745953436081735
OCNT-0454281-AA-001,CYP3A4,12890.5,1242.4148864207962,3,0.09638221065286809
OCNT-0454283-AA-001,CYP2J2,32111.375,2868.6652347680206,4,0.08933486139313625
OCNT-0454283-AA-001,CYP3A4,44446.5,4836.649959768986,4,0.10881959118870971
OCNT-0454287-AA-001,CYP2J2,43160.875,3782.9367642745488,4,0.08764736035297127
OCNT-0454287-AA-001,CYP3A4,70682.75,6329.788602315248,4,0.08955209867068341
OCNT-0454289-AA-001,CYP2J2,34409.25,2851.787319676324,4,0.08287850853117472
OCNT-0454289-AA-001,CYP3A4,56483.25,5784.113335968905,4,0.10240404608390814
OCNT-0454291-AA-001,CYP2J2,67996.0,5910.5788633601705,4,0.0869253906606296
OCNT-0454291-AA-001,CYP3A4,80325.125,15419.192868926915,4,0.191959774341178
OCNT-0454315-AA-001,CYP2J2,86107.125,4564.192651773148,4,0.053005981232948474
OCNT-0454315-AA-001,CYP3A4,106653.25,7681.738567320986,4,0.07202535850825911
OCNT-0454320-AA-001,CYP2J2,85311.66666666667,1164.7214616951717,3,0.013652546096022485
OCNT-0454320-AA-001,CYP3A4,179390.75,32523.32664027467,4,0.1812987940586383
OCNT-0454326-AA-001,CYP2J2,49375.125,3666.724068679471,4,0.07426257794141222
OCNT-0454326-AA-001,CYP3A4,77377.75,12222.663597459707,4,0.15796095902839907
OCNT-0454333-AA-001,CYP2J2,13220.25,936.6676304858623,4,0.07085097713627672
OCNT-0454333-AA-001,CYP3A4,20463.75,2999.309517761268,4,0.1465669546276351
OCNT-0454371-AA-001,CYP2J2,3769.1666666666665,735.7323449008703,3,0.19519761527327978
OCNT-0454371-AA-001,CYP3A4,11811.25,2654.8324099648926,2,0.2247715025898946
OCNT-0454376-AA-001,CYP2J2,16808.875,2649.981521161987,4,0.15765371098077577
OCNT-0454376-AA-001,CYP3A4,22671.125,2791.2331914705132,4,0.12311842449241109
OCNT-0454403-AA-001,CYP2J2,35971.375,2895.9338555694485,4,0.08050662104435675
OCNT-0454403-AA-001,CYP3A4,65574.0,5127.201835959519,4,0.07818955433494248
OCNT-0454415-AA-001,CYP2J2,58495.375,6174.933702410631,4,0.10556276803782574
OCNT-0454415-AA-001,CYP3A4,83986.375,3303.2643292910525,4,0.03933095492323668
OCNT-0454435-AA-001,CYP2J2,46851.625,4151.237614153961,4,0.08860391958985331
